ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2,t3,A3,W3,d3,t4,A4,W4,d4
612,80000,7,2.5,29.1,30,429.36,4,180,120,170,3600,72991.2,12880.8,900,14400,28900,184350.0096,27000,1728000,4913000,79152520.12,810000,207360000,835210000,33984926040
613,95000,6,2.5,29.1,40,392.21,12,140,210,260,8400,101974.6,15688.4,1600,44100,67600,153828.6841,64000,9261000,17576000,60333148.19,2560000,1944810000,4569760000,23663264052
614,50000,7,2.5,29.1,50,342.53,4,120,165,210,8250,71931.3,17126.5,2500,27225,44100,117326.8009,125000,4492125,9261000,40187949.11,6250000,741200625,1944810000,13765578209
615,45000,7,2.5,29.1,40,391.09,10,140,120,170,4800,66485.3,15643.6,1600,14400,28900,152951.3881,64000,1728000,4913000,59817758.37,2560000,207360000,835210000,23394127122
616,40000,7,2.5,29.1,60,278.71,0,100,210,260,12600,72464.6,16722.6,3600,44100,67600,77679.2641,216000,9261000,17576000,21649987.7,12960000,1944810000,4569760000,6034068071
617,90000,9,2.5,29.1,20,212.95,5,200,120,170,2400,36201.5,4259,400,14400,28900,45347.7025,8000,1728000,4913000,9656793.247,160000,207360000,835210000,2056414122
618,45000,6,2.5,29.1,40,278.63,5,140,285,330,11400,91947.9,11145.2,1600,81225,108900,77634.6769,64000,23149125,35937000,21631350.02,2560000,6597500625,11859210000,6027143057
619,60000,9,2.5,29.1,20,323.54,4,200,120,170,2400,55001.8,6470.8,400,14400,28900,104678.1316,8000,1728000,4913000,33867562.7,160000,207360000,835210000,10957511235
620,45000,6,2.5,29.1,40,421.23,8,140,285,330,11400,139005.9,16849.2,1600,81225,108900,177434.7129,64000,23149125,35937000,74740824.11,2560000,6597500625,11859210000,31483077342
621,45000,9,2.5,29.1,35,345.01,6,140,120,170,4200,58651.7,12075.35,1225,14400,28900,119031.9001,42875,1728000,4913000,41067195.85,1500625,207360000,835210000,14168593241
622,60000,7,2.5,29.1,30,308.52,4,180,240,290,7200,89470.8,9255.6,900,57600,84100,95184.5904,27000,13824000,24389000,29366349.83,810000,3317760000,7072810000,9060106250
623,105000,7,2.5,29.1,20,401.4,8,200,645,400,12900,160560,8028,400,416025,160000,161121.96,8000,268336125,64000000,64674354.74,160000,1.73E+11,25600000000,25960285994
624,55000,6,2.5,29.1,40,326.7,8,140,285,330,11400,107811,13068,1600,81225,108900,106732.89,64000,23149125,35937000,34869635.16,2560000,6597500625,11859210000,11391909808
625,50000,7,2.5,29.1,50,417.54,9,120,165,210,8250,87683.4,20877,2500,27225,44100,174339.6516,125000,4492125,9261000,72793778.13,6250000,741200625,1944810000,30394314120
626,105000,7,2.5,29.1,20,127,3,220,645,400,12900,50800,2540,400,416025,160000,16129,8000,268336125,64000000,2048383,160000,1.73E+11,25600000000,260144641
627,50000,7,2.5,29.1,50,36.24,1,120,165,210,8250,7610.4,1812,2500,27225,44100,1313.3376,125000,4492125,9261000,47595.35462,6250000,741200625,1944810000,1724855.652
628,70000,8,2.5,29.1,40,103.09,2,160,165,210,6600,21648.9,4123.6,1600,27225,44100,10627.5481,64000,4492125,9261000,1095593.934,2560000,741200625,1944810000,112944778.6
629,40000,7,2.5,29.1,60,189.31,6,100,120,170,7200,32182.7,11358.6,3600,14400,28900,35838.2761,216000,1728000,4913000,6784544.048,12960000,207360000,835210000,1284382034
630,80000,7,2.5,29.1,30,200.46,5,180,285,330,8550,66151.8,6013.8,900,81225,108900,40184.2116,27000,23149125,35937000,8055327.057,810000,6597500625,11859210000,1614770862
631,90000,9,2.5,29.1,20,175.82,5,200,405,450,8100,79119,3516.4,400,164025,202500,30912.6724,8000,66430125,91125000,5435066.061,160000,26904200625,41006250000,955593314.9
632,100000,6,2.5,29.1,20,94.83,0,220,840,550,16800,52156.5,1896.6,400,705600,302500,8992.7289,8000,592704000,166375000,852780.4816,160000,4.98E+11,91506250000,80869173.07
633,55000,6,2.5,29.1,40,50.16,2,140,285,330,11400,16552.8,2006.4,1600,81225,108900,2516.0256,64000,23149125,35937000,126203.8441,2560000,6597500625,11859210000,6330384.82
634,50000,7,2.5,29.1,30,83.76,2,180,285,330,8550,27640.8,2512.8,900,81225,108900,7015.7376,27000,23149125,35937000,587638.1814,810000,6597500625,11859210000,49220574.07
635,80000,7,2.5,29.1,30,57.94,0,180,285,330,8550,19120.2,1738.2,900,81225,108900,3357.0436,27000,23149125,35937000,194507.1062,810000,6597500625,11859210000,11269741.73
636,80000,9,2.5,29.1,20,131.03,1,200,330,380,6600,49791.4,2620.6,400,108900,144400,17168.8609,8000,35937000,54872000,2249635.844,160000,11859210000,20851360000,294769784.6
637,80000,6,2.5,29.1,20,143.89,3,200,765,280,15300,40289.2,2877.8,400,585225,78400,20704.3321,8000,447697125,21952000,2979146.346,160000,3.42E+11,6146560000,428669367.7
638,80000,6,2.5,29.1,40,167.29,6,140,285,330,11400,55205.7,6691.6,1600,81225,108900,27985.9441,64000,23149125,35937000,4681768.588,2560000,6597500625,11859210000,783213067.2
639,80000,7,2.5,29.1,30,124.33,2,180,285,330,8550,41028.9,3729.9,900,81225,108900,15457.9489,27000,23149125,35937000,1921886.787,810000,6597500625,11859210000,238948184.2
640,80000,8,2.5,29.1,40,64.5,2,160,165,210,6600,13545,2580,1600,27225,44100,4160.25,64000,4492125,9261000,268336.125,2560000,741200625,1944810000,17307680.06
641,80000,9,2.5,29.1,20,23,1,200,330,380,6600,8740,460,400,108900,144400,529,8000,35937000,54872000,12167,160000,11859210000,20851360000,279841
642,80000,8,2.5,29.1,40,136.74,0,160,165,210,6600,28715.4,5469.6,1600,27225,44100,18697.8276,64000,4492125,9261000,2556740.946,2560000,741200625,1944810000,349608757
643,60000,6,2.5,29.1,40,224.61,1,140,285,330,11400,74121.3,8984.4,1600,81225,108900,50449.6521,64000,23149125,35937000,11331496.36,2560000,6597500625,11859210000,2545167397
644,60000,6,2.5,29.1,40,434.95,8,140,285,330,11400,143533.5,17398,1600,81225,108900,189181.5025,64000,23149125,35937000,82284494.51,2560000,6597500625,11859210000,35789640888
645,105000,9,2.5,29.1,20,446.16,1,200,330,380,6600,169540.8,8923.2,400,108900,144400,199058.7456,8000,35937000,54872000,88812049.94,160000,11859210000,20851360000,39624384200
646,95000,9,2.5,29.1,20,586.78,5,220,330,380,6600,222976.4,11735.6,400,108900,144400,344310.7684,8000,35937000,54872000,202034672.7,160000,11859210000,20851360000,1.19E+11
647,45000,6,2.5,29.1,40,485.49,3,140,285,330,11400,160211.7,19419.6,1600,81225,108900,235700.5401,64000,23149125,35937000,114430255.2,2560000,6597500625,11859210000,55554744603
648,45000,6,2.5,29.1,40,137.41,0,140,285,330,11400,45345.3,5496.4,1600,81225,108900,18881.5081,64000,23149125,35937000,2594508.028,2560000,6597500625,11859210000,356511348.1
649,50000,9,2.5,29.1,40,207.52,1,140,120,170,4800,35278.4,8300.8,1600,14400,28900,43064.5504,64000,1728000,4913000,8936755.499,2560000,207360000,835210000,1854555501
650,105000,7,2.5,29.1,20,148.22,0,200,645,400,12900,59288,2964.4,400,416025,160000,21969.1684,8000,268336125,64000000,3256270.14,160000,1.73E+11,25600000000,482644360.2
651,100000,6,2.5,29.1,20,135.03,3,220,720,380,14400,51311.4,2700.6,400,518400,144400,18233.1009,8000,373248000,54872000,2462015.615,160000,2.69E+11,20851360000,332445968.4
652,65000,8,2.5,29.1,20,234.05,4,160,450,500,9000,117025,4681,400,202500,250000,54779.4025,8000,91125000,125000000,12821119.16,160000,41006250000,62500000000,3000782938
653,100000,7,2.5,29.1,30,85.23,1,180,285,330,8550,28125.9,2556.9,900,81225,108900,7264.1529,27000,23149125,35937000,619123.7517,810000,6597500625,11859210000,52767917.35
654,105000,9,2.5,29.1,20,154.39,3,200,330,380,6600,58668.2,3087.8,400,108900,144400,23836.2721,8000,35937000,54872000,3680082.05,160000,11859210000,20851360000,568167867.6
655,40000,7,2.5,29.1,60,254.33,7,100,120,170,7200,43236.1,15259.8,3600,14400,28900,64683.7489,216000,1728000,4913000,16451017.86,12960000,207360000,835210000,4183987372
656,80000,7,2.5,29.1,30,245.8,7,180,285,330,8550,81114,7374,900,81225,108900,60417.64,27000,23149125,35937000,14850655.91,810000,6597500625,11859210000,3650291223
657,105000,9,2.5,29.1,20,254.47,5,200,360,410,7200,104332.7,5089.4,400,129600,168100,64754.9809,8000,46656000,68921000,16478199.99,160000,16796160000,28257610000,4193207551
658,65000,8,2.5,29.1,40,327.07,3,160,165,210,6600,68684.7,13082.8,1600,27225,44100,106974.7849,64000,4492125,9261000,34988242.9,2560000,741200625,1944810000,11443604604
659,65000,8,2.5,29.1,40,308.87,2,160,165,210,6600,64862.7,12354.8,1600,27225,44100,95400.6769,64000,4492125,9261000,29466407.07,2560000,741200625,1944810000,9101289153
660,65000,8,2.5,29.1,20,364.97,4,140,450,500,9000,182485,7299.4,400,202500,250000,133203.1009,8000,91125000,125000000,48615135.74,160000,41006250000,62500000000,17743066089
661,65000,9,2.5,29.1,20,382.93,4,200,330,380,6600,145513.4,7658.6,400,108900,144400,146635.3849,8000,35937000,54872000,56151087.94,160000,11859210000,20851360000,21501936105
662,65000,7,2.5,29.1,50,339.04,2,120,165,210,8250,71198.4,16952,2500,27225,44100,114948.1216,125000,4492125,9261000,38972011.15,6250000,741200625,1944810000,13213070659
663,65000,6,2.5,29.1,40,234.48,3,140,285,330,11400,77378.4,9379.2,1600,81225,108900,54980.8704,64000,23149125,35937000,12891914.49,2560000,6597500625,11859210000,3022896110
664,65000,9,2.5,29.1,20,92.02,2,200,330,380,6600,34967.6,1840.4,400,108900,144400,8467.6804,8000,35937000,54872000,779195.9504,160000,11859210000,20851360000,71701611.36
665,65000,7,2.5,29.1,30,156.32,3,180,285,330,8550,51585.6,4689.6,900,81225,108900,24435.9424,27000,23149125,35937000,3819826.516,810000,6597500625,11859210000,597115281
666,100000,9,2.5,29.1,20,71.17,1,220,330,380,6600,27044.6,1423.4,400,108900,144400,5065.1689,8000,35937000,54872000,360488.0706,160000,11859210000,20851360000,25655935.99
667,55000,9,2.5,29.1,20,155.79,8,200,360,410,7200,63873.9,3115.8,400,129600,168100,24270.5241,8000,46656000,68921000,3781104.95,160000,16796160000,28257610000,589058340.1
668,100000,9,2.5,29.1,20,89.84,3,220,360,410,7200,36834.4,1796.8,400,129600,168100,8071.2256,8000,46656000,68921000,725118.9079,160000,16796160000,28257610000,65144682.69
669,75000,7,2.5,29.1,30,137.75,4,180,285,330,8550,45457.5,4132.5,900,81225,108900,18975.0625,27000,23149125,35937000,2613814.859,810000,6597500625,11859210000,360052996.9
670,80000,7,2.5,29.1,30,180.25,4,180,285,330,8550,59482.5,5407.5,900,81225,108900,32490.0625,27000,23149125,35937000,5856333.766,810000,6597500625,11859210000,1055604161
671,105000,9,2.5,29.1,20,259.33,8,200,330,380,6600,98545.4,5186.6,400,108900,144400,67252.0489,8000,35937000,54872000,17440473.84,160000,11859210000,20851360000,4522838081
672,95000,9,2.5,29.1,20,336.03,9,200,360,410,7200,137772.3,6720.6,400,129600,168100,112916.1609,8000,46656000,68921000,37943217.55,160000,16796160000,28257610000,12750059392
673,75000,7,2.5,29.1,30,106.98,0,180,285,330,8550,35303.4,3209.4,900,81225,108900,11444.7204,27000,23149125,35937000,1224356.188,810000,6597500625,11859210000,130981625
674,40000,7,2.5,29.1,60,211.48,6,100,120,170,7200,35951.6,12688.8,3600,14400,28900,44723.7904,216000,1728000,4913000,9458187.194,12960000,207360000,835210000,2000217428
675,70000,9,2.5,29.1,20,322.91,13,200,360,410,7200,132393.1,6458.2,400,129600,168100,104270.8681,8000,46656000,68921000,33670106.02,160000,16796160000,28257610000,10872413934
676,40000,7,2.5,29.1,60,297.43,4,100,120,170,7200,50563.1,17845.8,3600,14400,28900,88464.6049,216000,1728000,4913000,26312027.44,12960000,207360000,835210000,7825986320
677,70000,8,2.5,29.1,40,375.95,6,160,165,210,6600,78949.5,15038,1600,27225,44100,141338.4025,64000,4492125,9261000,53136172.42,2560000,741200625,1944810000,19976544021
678,105000,9,2.5,29.1,20,252.17,3,200,330,380,6600,95824.6,5043.4,400,108900,144400,63589.7089,8000,35937000,54872000,16035416.89,160000,11859210000,20851360000,4043651078
679,50000,7,2.5,29.1,50,406.12,8,120,165,210,8250,85285.2,20306,2500,27225,44100,164933.4544,125000,4492125,9261000,66982774.5,6250000,741200625,1944810000,27203044380
680,65000,8,2.5,29.1,50,418.08,8,160,165,210,8250,87796.8,20904,2500,27225,44100,174790.8864,125000,4492125,9261000,73076573.79,6250000,741200625,1944810000,30551853968
681,95000,9,2.5,29.1,20,378.08,13,200,330,380,6600,143670.4,7561.6,400,108900,144400,142944.4864,8000,35937000,54872000,54044451.42,160000,11859210000,20851360000,20433126192
682,40000,6,2.5,29.1,40,388.6,5,140,285,330,11400,128238,15544,1600,81225,108900,151009.96,64000,23149125,35937000,58682470.46,2560000,6597500625,11859210000,22804008019
683,70000,8,2.5,29.1,40,644.24,3,160,165,210,6600,135290.4,25769.6,1600,27225,44100,415045.1776,64000,4492125,9261000,267388705.2,2560000,741200625,1944810000,1.72E+11
684,70000,9,2.5,29.1,20,619.08,0,200,330,380,6600,235250.4,12381.6,400,108900,144400,383260.0464,8000,35937000,54872000,237268629.5,160000,11859210000,20851360000,1.47E+11
685,70000,9,2.5,29.1,35,421.46,5,200,210,260,7350,109579.6,14751.1,1225,44100,67600,177628.5316,42875,9261000,17576000,74863320.93,1500625,1944810000,4569760000,31551895238
686,70000,9,2.5,29.1,20,538.35,4,220,330,380,6600,204573,10767,400,108900,144400,289820.7225,8000,35937000,54872000,156024986,160000,11859210000,20851360000,83996051190
687,70000,9,2.5,29.1,20,531.98,9,200,360,410,7200,218111.8,10639.6,400,129600,168100,283002.7204,8000,46656000,68921000,150551787.2,160000,16796160000,28257610000,80090539754
688,70000,7,2.5,29.1,20,616.76,6,220,450,500,9000,308380,12335.2,400,202500,250000,380392.8976,8000,91125000,125000000,234611123.5,160000,41006250000,62500000000,1.45E+11
689,70000,8,2.5,29.1,40,736.77,1,160,165,210,6600,154721.7,29470.8,1600,27225,44100,542830.0329,64000,4492125,9261000,399940883.3,2560000,741200625,1944810000,2.95E+11
690,45000,6,2.5,29.1,40,640.86,15,140,285,330,11400,211483.8,25634.4,1600,81225,108900,410701.5396,64000,23149125,35937000,263202188.7,2560000,6597500625,11859210000,1.69E+11
691,50000,7,2.5,29.1,50,401.31,15,120,165,210,8250,84275.1,20065.5,2500,27225,44100,161049.7161,125000,4492125,9261000,64630861.57,6250000,741200625,1944810000,25937011056
692,100000,6,2.5,29.1,20,434.63,8,220,690,500,13800,217315,8692.6,400,476100,250000,188903.2369,8000,328509000,125000000,82103013.85,160000,2.27E+11,62500000000,35684432911
693,40000,7,2.5,29.1,60,393.39,11,100,120,170,7200,66876.3,23603.4,3600,14400,28900,154755.6921,216000,1728000,4913000,60879341.72,12960000,207360000,835210000,23949324237
694,70000,8,2.5,29.1,40,428.78,9,160,165,210,6600,90043.8,17151.2,1600,27225,44100,183852.2884,64000,4492125,9261000,78832184.22,2560000,741200625,1944810000,33801663950
695,50000,7,2.5,29.1,40,416.48,7,140,210,260,8400,108284.8,16659.2,1600,44100,67600,173455.5904,64000,9261000,17576000,72240784.29,2560000,1944810000,4569760000,30086841841
696,50000,7,2.5,29.1,50,482.9,13,120,165,210,8250,101409,24145,2500,27225,44100,233192.41,125000,4492125,9261000,112608614.8,6250000,741200625,1944810000,54378700082
697,50000,7,2.5,29.1,50,515.38,16,120,165,210,8250,108229.8,25769,2500,27225,44100,265616.5444,125000,4492125,9261000,136893454.7,6250000,741200625,1944810000,70552148659
698,45000,6,2.5,29.1,40,644.1,16,140,285,330,11400,212553,25764,1600,81225,108900,414864.81,64000,23149125,35937000,267214424.1,2560000,6597500625,11859210000,1.72E+11
699,105000,6,2.5,29.1,20,560.29,14,200,690,500,13800,280145,11205.8,400,476100,250000,313924.8841,8000,328509000,125000000,175888973.3,160000,2.27E+11,62500000000,98548832857
700,85000,9,2.5,29.1,20,507.99,10,200,360,410,7200,208275.9,10159.8,400,129600,168100,258053.8401,8000,46656000,68921000,131088770.2,160000,16796160000,28257610000,66591784390
701,65000,8,2.5,29.1,40,39.96,1,160,165,210,6600,8391.6,1598.4,1600,27225,44100,1596.8016,64000,4492125,9261000,63808.19194,2560000,741200625,1944810000,2549775.35
702,60000,6,2.5,29.1,40,84.58,2,140,285,330,11400,27911.4,3383.2,1600,81225,108900,7153.7764,64000,23149125,35937000,605066.4079,2560000,6597500625,11859210000,51176516.78
703,60000,7,2.5,29.1,30,130.18,2,180,285,330,8550,42959.4,3905.4,900,81225,108900,16946.8324,27000,23149125,35937000,2206138.642,810000,6597500625,11859210000,287195128.4
704,60000,8,2.5,29.1,40,108.71,2,140,120,170,4800,18480.7,4348.4,1600,14400,28900,11817.8641,64000,1728000,4913000,1284720.006,2560000,207360000,835210000,139661911.9
705,60000,9,2.5,29.1,20,53.85,5,200,360,410,7200,22078.5,1077,400,129600,168100,2899.8225,8000,46656000,68921000,156155.4416,160000,16796160000,28257610000,8408970.532
706,60000,7,2.5,29.1,50,105.65,9,120,165,210,8250,22186.5,5282.5,2500,27225,44100,11161.9225,125000,4492125,9261000,1179257.112,6250000,741200625,1944810000,124588513.9
707,60000,7,2.5,29.1,50,162.2,12,120,165,210,8250,34062,8110,2500,27225,44100,26308.84,125000,4492125,9261000,4267293.848,6250000,741200625,1944810000,692155062.1
708,60000,6,2.5,29.1,40,86.03,2,140,285,330,11400,28389.9,3441.2,1600,81225,108900,7401.1609,64000,23149125,35937000,636721.8722,2560000,6597500625,11859210000,54777182.67
709,85000,9,2.5,29.1,20,171.35,7,200,360,410,7200,70253.5,3427,400,129600,168100,29360.8225,8000,46656000,68921000,5030976.935,160000,16796160000,28257610000,862057897.9
710,55000,9,2.5,29.1,20,173.42,4,220,360,410,7200,71102.2,3468.4,400,129600,168100,30074.4964,8000,46656000,68921000,5215519.166,160000,16796160000,28257610000,904475333.7
711,100000,9,2.5,29.1,20,194.1,2,220,360,410,7200,79581,3882,400,129600,168100,37674.81,8000,46656000,68921000,7312680.621,160000,16796160000,28257610000,1419391309
712,60000,6,2.5,29.1,40,241.66,7,140,285,330,11400,79747.8,9666.4,1600,81225,108900,58399.5556,64000,23149125,35937000,14112836.61,2560000,6597500625,11859210000,3410508094
713,90000,9,2.5,29.1,20,279.87,9,200,360,410,7200,114746.7,5597.4,400,129600,168100,78327.2169,8000,46656000,68921000,21921438.19,160000,16796160000,28257610000,6135152907
714,60000,6,2.5,29.1,50,194,5,140,285,330,14250,64020,9700,2500,81225,108900,37636,125000,23149125,35937000,7301384,6250000,6597500625,11859210000,1416468496
715,105000,9,2.5,29.1,20,258.7,8,200,330,380,6600,98306,5174,400,108900,144400,66925.69,8000,35937000,54872000,17313676,160000,11859210000,20851360000,4479047982
716,55000,9,2.5,29.1,20,189.74,5,200,330,380,6600,72101.2,3794.8,400,108900,144400,36001.2676,8000,35937000,54872000,6830880.514,160000,11859210000,20851360000,1296091269
717,90000,9,2.5,29.1,20,80.6,1,200,330,380,6600,30628,1612,400,108900,144400,6496.36,8000,35937000,54872000,523606.616,160000,11859210000,20851360000,42202693.25
718,40000,6,2.5,29.1,40,35.13,1,140,285,330,11400,11592.9,1405.2,1600,81225,108900,1234.1169,64000,23149125,35937000,43354.5267,2560000,6597500625,11859210000,1523044.523
719,45000,6,2.5,29.1,40,110.32,1,140,285,330,11400,36405.6,4412.8,1600,81225,108900,12170.5024,64000,23149125,35937000,1342649.825,2560000,6597500625,11859210000,148121128.7
720,45000,9,2.5,29.1,20,115.52,1,200,330,380,6600,43897.6,2310.4,400,108900,144400,13344.8704,8000,35937000,54872000,1541599.429,160000,11859210000,20851360000,178085566
721,45000,7,2.5,29.1,30,165.68,4,180,285,330,8550,54674.4,4970.4,900,81225,108900,27449.8624,27000,23149125,35937000,4547893.202,810000,6597500625,11859210000,753494945.8
722,45000,7,2.5,29.1,60,263.22,2,100,120,170,7200,44747.4,15793.2,3600,14400,28900,69284.7684,216000,1728000,4913000,18237136.74,12960000,207360000,835210000,4800379132
723,45000,7,2.5,29.1,20,312.29,4,220,525,480,10500,149899.2,6245.8,400,275625,230400,97525.0441,8000,144703125,110592000,30456096.02,160000,75969140625,53084160000,9511134227
724,45000,9,2.5,29.1,20,249.01,2,200,210,260,4200,64742.6,4980.2,400,44100,67600,62005.9801,8000,9261000,17576000,15440109.1,160000,1944810000,4569760000,3844741568
725,55000,6,2.5,29.1,60,259.12,3,140,210,260,12600,67371.2,15547.2,3600,44100,67600,67143.1744,216000,9261000,17576000,17398139.35,12960000,1944810000,4569760000,4508205869
726,70000,8,2.5,29.1,40,200.08,4,160,165,210,6600,42016.8,8003.2,1600,27225,44100,40032.0064,64000,4492125,9261000,8009603.841,2560000,741200625,1944810000,1602561536
727,75000,7,2.5,29.1,50,150.44,7,120,165,210,8250,31592.4,7522,2500,27225,44100,22632.1936,125000,4492125,9261000,3404787.205,6250000,741200625,1944810000,512216187.1
728,60000,6,2.5,29.1,40,78.64,5,140,285,330,11400,25951.2,3145.6,1600,81225,108900,6184.2496,64000,23149125,35937000,486329.3885,2560000,6597500625,11859210000,38244943.12
729,70000,8,2.5,29.1,40,244.14,2,160,165,210,6600,51269.4,9765.6,1600,27225,44100,59604.3396,64000,4492125,9261000,14551803.47,2560000,741200625,1944810000,3552677299
730,95000,9,2.5,29.1,20,269.22,0,200,360,410,7200,110380.2,5384.4,400,129600,168100,72479.4084,8000,46656000,68921000,19512906.33,160000,16796160000,28257610000,5253264642
731,95000,7,2.5,29.1,30,282.78,14,180,285,330,8550,93317.4,8483.4,900,81225,108900,79964.5284,27000,23149125,35937000,22612369.34,810000,6597500625,11859210000,6394325802
732,95000,7,2.5,29.1,30,339.24,0,180,285,330,8550,111949.2,10177.2,900,81225,108900,115083.7776,27000,23149125,35937000,39041020.71,810000,6597500625,11859210000,13244275867
733,40000,7,2.5,29.1,60,320.98,15,100,120,170,7200,54566.6,19258.8,3600,14400,28900,103028.1604,216000,1728000,4913000,33069978.93,12960000,207360000,835210000,10614801835
734,60000,6,2.5,29.1,40,299.29,0,140,285,330,11400,98765.7,11971.6,1600,81225,108900,89574.5041,64000,23149125,35937000,26808753.33,2560000,6597500625,11859210000,8023591785
735,65000,8,2.5,29.1,40,300.2,8,160,165,210,6600,63042,12008,1600,27225,44100,90120.04,64000,4492125,9261000,27054036.01,2560000,741200625,1944810000,8121621610
736,40000,7,2.5,29.1,60,282.4,2,100,120,170,7200,48008,16944,3600,14400,28900,79749.76,216000,1728000,4913000,22521332.22,12960000,207360000,835210000,6360024220
737,70000,8,2.5,29.1,40,254.61,2,160,165,210,6600,53468.1,10184.4,1600,27225,44100,64826.2521,64000,4492125,9261000,16505412.05,2560000,741200625,1944810000,4202442961
738,80000,7,2.5,29.1,30,275.15,4,180,285,330,8550,90799.5,8254.5,900,81225,108900,75707.5225,27000,23149125,35937000,20830924.82,810000,6597500625,11859210000,5731628963
739,45000,6,2.5,29.1,40,210.09,3,140,285,330,11400,69329.7,8403.6,1600,81225,108900,44137.8081,64000,23149125,35937000,9272912.104,2560000,6597500625,11859210000,1948146104
740,50000,7,2.5,29.1,50,217.52,5,120,165,210,8250,45679.2,10876,2500,27225,44100,47314.9504,125000,4492125,9261000,10291948.01,6250000,741200625,1944810000,2238704531
741,105000,7,2.5,29.1,20,329.16,10,200,570,280,11400,92164.8,6583.2,400,324900,78400,108346.3056,8000,185193000,21952000,35663269.95,160000,1.06E+11,6146560000,11738921937
742,105000,7,2.5,29.1,30,251.48,2,180,285,330,8550,82988.4,7544.4,900,81225,108900,63242.1904,27000,23149125,35937000,15904146.04,810000,6597500625,11859210000,3999574647
743,105000,6,2.5,29.1,40,196.02,4,140,285,330,11400,64686.6,7840.8,1600,81225,108900,38423.8404,64000,23149125,35937000,7531841.195,2560000,6597500625,11859210000,1476391511
744,85000,9,2.5,29.1,20,175.97,1,200,360,410,7200,72147.7,3519.4,400,129600,168100,30965.4409,8000,46656000,68921000,5448988.635,160000,16796160000,28257610000,958858530.1
745,85000,9,2.5,29.1,20,208.24,1,200,360,410,7200,85378.4,4164.8,400,129600,168100,43363.8976,8000,46656000,68921000,9030098.036,160000,16796160000,28257610000,1880427615
746,85000,9,2.5,29.1,20,150.44,3,200,405,450,8100,67698,3008.8,400,164025,202500,22632.1936,8000,66430125,91125000,3404787.205,160000,26904200625,41006250000,512216187.1
747,85000,9,2.5,29.1,20,138.22,2,200,360,410,7200,56670.2,2764.4,400,129600,168100,19104.7684,8000,46656000,68921000,2640661.088,160000,16796160000,28257610000,364992175.6
748,70000,9,2.5,29.1,20,246.66,1,220,405,450,8100,110997,4933.2,400,164025,202500,60841.1556,8000,66430125,91125000,15007079.44,160000,26904200625,41006250000,3701646215
749,70000,7,2.5,29.1,60,180.4,1,100,120,170,7200,30668,10824,3600,14400,28900,32544.16,216000,1728000,4913000,5870966.464,12960000,207360000,835210000,1059122350
750,70000,8,2.5,29.1,40,261.02,10,160,165,210,6600,54814.2,10440.8,1600,27225,44100,68131.4404,64000,4492125,9261000,17783668.57,2560000,741200625,1944810000,4641893171
751,70000,6,2.5,29.1,40,205.64,8,140,285,330,11400,67861.2,8225.6,1600,81225,108900,42287.8096,64000,23149125,35937000,8696065.166,2560000,6597500625,11859210000,1788258841
752,85000,9,2.5,29.1,20,222.65,1,200,360,410,7200,91286.5,4453,400,129600,168100,49573.0225,8000,46656000,68921000,11037433.46,160000,16796160000,28257610000,2457484560
753,95000,6,2.5,29.1,40,148.82,2,140,285,330,11400,49110.6,5952.8,1600,81225,108900,22147.3924,64000,23149125,35937000,3295974.937,2560000,6597500625,11859210000,490506990.1
754,50000,7,2.5,29.1,50,162.56,1,120,165,210,8250,34137.6,8128,2500,27225,44100,26425.7536,125000,4492125,9261000,4295770.505,6250000,741200625,1944810000,698320453.3
755,95000,9,2.5,29.1,60,103.35,4,200,90,140,5400,14469,6201,3600,8100,19600,10681.2225,216000,729000,2744000,1103904.345,12960000,65610000,384160000,114088514.1
756,90000,9,2.5,29.1,20,155.94,8,200,330,380,6600,59257.2,3118.8,400,108900,144400,24317.2836,8000,35937000,54872000,3792037.205,160000,11859210000,20851360000,591330281.7
757,50000,7,2.5,29.1,50,116.47,4,120,165,210,8250,24458.7,5823.5,2500,27225,44100,13565.2609,125000,4492125,9261000,1579945.937,6250000,741200625,1944810000,184016303.3
758,95000,8,2.5,29.1,40,113.22,3,160,165,210,6600,23776.2,4528.8,1600,27225,44100,12818.7684,64000,4492125,9261000,1451340.958,2560000,741200625,1944810000,164320823.3
759,80000,7,2.5,29.1,30,89.55,1,180,285,330,8550,29551.5,2686.5,900,81225,108900,8019.2025,27000,23149125,35937000,718119.5839,810000,6597500625,11859210000,64307608.74
760,100000,7,2.5,29.1,20,114.79,2,220,645,400,12900,45916,2295.8,400,416025,160000,13176.7441,8000,268336125,64000000,1512558.455,160000,1.73E+11,25600000000,173626585.1
761,100000,6,2.5,29.1,40,159.67,2,140,285,330,11400,52691.1,6386.8,1600,81225,108900,25494.5089,64000,23149125,35937000,4070708.236,2560000,6597500625,11859210000,649969984.1
762,50000,7,2.5,29.1,50,81.34,0,120,165,210,8250,17081.4,4067,2500,27225,44100,6616.1956,125000,4492125,9261000,538161.3501,6250000,741200625,1944810000,43774044.22
763,85000,9,2.5,29.1,35,52.63,1,200,210,260,7350,13683.8,1842.05,1225,44100,67600,2769.9169,42875,9261000,17576000,145780.7264,1500625,1944810000,4569760000,7672439.633
