ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2,t3,A3,W3,d3,t4,A4,W4,d4,t5,A5,W5,d5
877,40000,7,2.5,29.1,60,349.95,6,100,120,170,7200,59491.5,20997,3600,14400,28900,122465.0025,216000,1728000,4913000,42856627.62,12960000,207360000,835210000,14997676837,777600000,24883200000,1.41986E+11,5.24844E+12
878,80000,7,2.5,29.1,30,202.08,4,180,285,330,8550,66686.4,6062.4,900,81225,108900,40836.3264,27000,23149125,35937000,8252204.839,810000,6597500625,11859210000,1667605554,24300000,1.88029E+12,3.91354E+12,3.3699E+11
879,50000,7,2.5,29.1,50,294.33,5,120,165,210,8250,61809.3,14716.5,2500,27225,44100,86630.1489,125000,4492125,9261000,25497851.73,6250000,741200625,1944810000,7504782698,312500000,1.22298E+11,4.0841E+11,2.20888E+12
880,60000,6,2.5,29.1,40,424.84,3,140,285,330,11400,140197.2,16993.6,1600,81225,108900,180489.0256,64000,23149125,35937000,76678957.64,2560000,6597500625,11859210000,32576288362,102400000,1.88029E+12,3.91354E+12,1.38397E+13
881,105000,6,2.5,29.1,20,52.4,0,200,720,380,14400,19912,1048,400,518400,144400,2745.76,8000,373248000,54872000,143877.824,160000,2.68739E+11,20851360000,7539197.978,3200000,1.93492E+14,7.92352E+12,395053974
882,55000,6,2.5,29.1,20,196.73,1,140,765,280,15300,55084.4,3934.6,400,585225,78400,38702.6929,8000,447697125,21952000,7613980.774,160000,3.42488E+11,6146560000,1497898438,3200000,2.62004E+14,1.72104E+12,2.94682E+11
883,75000,8,2.5,29.1,40,278.23,0,160,165,210,6600,58428.3,11129.2,1600,27225,44100,77411.9329,64000,4492125,9261000,21538322.09,2560000,741200625,1944810000,5992607355,102400000,1.22298E+11,4.0841E+11,1.66732E+12
884,70000,8,2.5,29.1,40,171.01,7,160,165,210,6600,35912.1,6840.4,1600,27225,44100,29244.4201,64000,4492125,9261000,5001088.281,2560000,741200625,1944810000,855236107,102400000,1.22298E+11,4.0841E+11,1.46254E+11
885,70000,8,2.5,29.1,40,102.96,7,160,165,210,6600,21621.6,4118.4,1600,27225,44100,10600.7616,64000,4492125,9261000,1091454.414,2560000,741200625,1944810000,112376146.5,102400000,1.22298E+11,4.0841E+11,11570248044
886,60000,6,2.5,29.1,40,91.55,1,140,285,330,11400,30211.5,3662,1600,81225,108900,8381.4025,64000,23149125,35937000,767317.3989,2560000,6597500625,11859210000,70247907.87,102400000,1.88029E+12,3.91354E+12,6431195965
887,50000,7,2.5,29.1,50,98.68,2,120,165,210,8250,20722.8,4934,2500,27225,44100,9737.7424,125000,4492125,9261000,960920.42,6250000,741200625,1944810000,94823627.05,312500000,1.22298E+11,4.0841E+11,9357195517
888,50000,7,2.5,29.1,50,258.05,1,120,165,210,8250,54190.5,12902.5,2500,27225,44100,66589.8025,125000,4492125,9261000,17183498.54,6250000,741200625,1944810000,4434201797,312500000,1.22298E+11,4.0841E+11,1.14425E+12
889,95000,9,2.5,29.1,20,187.95,1,200,405,450,8100,84577.5,3759,400,164025,202500,35325.2025,8000,66430125,91125000,6639371.81,160000,26904200625,41006250000,1247869932,3200000,1.08962E+13,1.84528E+13,2.34537E+11
890,60000,7,2.5,29.1,30,227.38,6,180,285,330,8550,75035.4,6821.4,900,81225,108900,51701.6644,27000,23149125,35937000,11755924.45,810000,6597500625,11859210000,2673062102,24300000,1.88029E+12,3.91354E+12,6.07801E+11
891,100000,7,2.5,29.1,20,167.24,3,220,570,280,11400,46827.2,3344.8,400,324900,78400,27969.2176,8000,185193000,21952000,4677571.951,160000,1.0556E+11,6146560000,782277133.2,3200000,6.01692E+13,1.72104E+12,1.30828E+11
892,100000,9,2.5,29.1,20,190.38,5,200,360,410,7200,78055.8,3807.6,400,129600,168100,36244.5444,8000,46656000,68921000,6900236.363,160000,16796160000,28257610000,1313666999,3200000,6.04662E+12,1.15856E+13,2.50096E+11
893,100000,9,2.5,29.1,20,88.57,4,200,330,380,6600,33656.6,1771.4,400,108900,144400,7844.6449,8000,35937000,54872000,694800.1988,160000,11859210000,20851360000,61538453.61,3200000,3.91354E+12,7.92352E+12,5450460836
894,100000,9,2.5,29.1,35,60.77,0,200,210,260,7350,15800.2,2126.95,1225,44100,67600,3692.9929,42875,9261000,17576000,224423.1785,1500625,1944810000,4569760000,13638196.56,52521875,4.0841E+11,1.18814E+12,828793204.9
895,100000,6,2.5,29.1,40,200.83,8,140,285,330,11400,66273.9,8033.2,1600,81225,108900,40332.6889,64000,23149125,35937000,8100013.912,2560000,6597500625,11859210000,1626725794,102400000,1.88029E+12,3.91354E+12,3.26695E+11
896,100000,9,2.5,29.1,20,205.06,8,200,330,380,6600,77922.8,4101.2,400,108900,144400,42049.6036,8000,35937000,54872000,8622691.714,160000,11859210000,20851360000,1768169163,3200000,3.91354E+12,7.92352E+12,3.62581E+11
897,40000,9,2.5,29.1,20,158.38,7,200,360,410,7200,64935.8,3167.6,400,129600,168100,25084.2244,8000,46656000,68921000,3972839.46,160000,16796160000,28257610000,629218313.7,3200000,6.04662E+12,1.15856E+13,99655596532
898,100000,6,2.5,29.1,20,150.12,5,220,360,410,7200,61549.2,3002.4,400,129600,168100,22536.0144,8000,46656000,68921000,3383106.482,160000,16796160000,28257610000,507871945,3200000,6.04662E+12,1.15856E+13,76241736389
899,40000,7,2.5,29.1,60,38.08,0,100,120,170,7200,6473.6,2284.8,3600,14400,28900,1450.0864,216000,1728000,4913000,55219.29011,12960000,207360000,835210000,2102750.567,777600000,24883200000,1.41986E+11,80072741.61
900,105000,9,2.5,29.1,20,103.58,2,200,405,450,8100,46611,2071.6,400,164025,202500,10728.8164,8000,66430125,91125000,1111290.803,160000,26904200625,41006250000,115107501.3,3200000,1.08962E+13,1.84528E+13,11922834989
901,100000,6,2.5,29.1,20,312.75,9,220,765,280,15300,87570,6255,400,585225,78400,97812.5625,8000,447697125,21952000,30590878.92,160000,3.42488E+11,6146560000,9567297383,3200000,2.62004E+14,1.72104E+12,2.99217E+12
902,105000,9,2.5,29.1,20,236.03,0,200,330,380,6600,89691.4,4720.6,400,108900,144400,55710.1609,8000,35937000,54872000,13149269.28,160000,11859210000,20851360000,3103622028,3200000,3.91354E+12,7.92352E+12,7.32548E+11
903,45000,6,2.5,29.1,40,278.79,0,140,285,330,11400,92000.7,11151.6,1600,81225,108900,77723.8641,64000,23149125,35937000,21668636.07,2560000,6597500625,11859210000,6040999051,102400000,1.88029E+12,3.91354E+12,1.68417E+12
904,105000,8,2.5,29.1,40,166.71,0,160,165,210,6600,35009.1,6668.4,1600,27225,44100,27792.2241,64000,4492125,9261000,4633241.68,2560000,741200625,1944810000,772407720.4,102400000,1.22298E+11,4.0841E+11,1.28768E+11
905,40000,7,2.5,29.1,60,227.27,2,100,120,170,7200,38635.9,13636.2,3600,14400,28900,51651.6529,216000,1728000,4913000,11738871.15,12960000,207360000,835210000,2667893247,777600000,24883200000,1.41986E+11,6.06332E+11
906,75000,7,2.5,29.1,30,281.37,7,180,285,330,8550,92852.1,8441.1,900,81225,108900,79169.0769,27000,23149125,35937000,22275803.17,810000,6597500625,11859210000,6267742737,24300000,1.88029E+12,3.91354E+12,1.76355E+12
907,40000,7,2.5,29.1,60,279.51,5,100,120,170,7200,47516.7,16770.6,3600,14400,28900,78125.8401,216000,1728000,4913000,21836953.57,12960000,207360000,835210000,6103646891,777600000,24883200000,1.41986E+11,1.70603E+12
908,70000,8,2.5,29.1,40,156.26,8,160,165,210,6600,32814.6,6250.4,1600,27225,44100,24417.1876,64000,4492125,9261000,3815429.734,2560000,741200625,1944810000,596199050.3,102400000,1.22298E+11,4.0841E+11,93162063599
909,45000,6,2.5,29.1,40,244.44,2,140,285,330,11400,80665.2,9777.6,1600,81225,108900,59750.9136,64000,23149125,35937000,14605513.32,2560000,6597500625,11859210000,3570171676,102400000,1.88029E+12,3.91354E+12,8.72693E+11
910,85000,9,2.5,29.1,20,317.65,5,200,405,450,8100,142942.5,6353,400,164025,202500,100901.5225,8000,66430125,91125000,32051368.62,160000,26904200625,41006250000,10181117243,3200000,1.08962E+13,1.84528E+13,3.23403E+12
911,65000,8,2.5,29.1,40,317.83,12,160,165,210,6600,66744.3,12713.2,1600,27225,44100,101015.9089,64000,4492125,9261000,32105886.33,2560000,741200625,1944810000,10204213851,102400000,1.22298E+11,4.0841E+11,3.24321E+12
912,65000,8,2.5,29.1,40,343.01,12,160,165,210,6600,72032.1,13720.4,1600,27225,44100,117655.8601,64000,4492125,9261000,40357136.57,2560000,741200625,1944810000,13842901416,102400000,1.22298E+11,4.0841E+11,4.74825E+12
913,75000,7,2.5,29.1,30,394.97,9,180,285,330,8550,130340.1,11849.1,900,81225,108900,156001.3009,27000,23149125,35937000,61615833.82,810000,6597500625,11859210000,24336405882,24300000,1.88029E+12,3.91354E+12,9.61215E+12
914,90000,9,2.5,29.1,20,324.3,7,220,360,410,7200,132963,6486,400,129600,168100,105170.49,8000,46656000,68921000,34106789.91,160000,16796160000,28257610000,11060831967,3200000,6.04662E+12,1.15856E+13,3.58703E+12
915,90000,9,2.5,29.1,20,343.83,9,200,360,410,7200,140970.3,6876.6,400,129600,168100,118219.0689,8000,46656000,68921000,40647262.46,160000,16796160000,28257610000,13975748252,3200000,6.04662E+12,1.15856E+13,4.80528E+12
916,90000,7,2.5,29.1,30,349.26,6,180,285,330,8550,115255.8,10477.8,900,81225,108900,121982.5476,27000,23149125,35937000,42603624.57,810000,6597500625,11859210000,14879741919,24300000,1.88029E+12,3.91354E+12,5.1969E+12
917,90000,7,2.5,29.1,20,375.37,10,220,570,280,11400,105103.6,7507.4,400,324900,78400,140902.6369,8000,185193000,21952000,52890622.81,160000,1.0556E+11,6146560000,19853553085,3200000,6.01692E+13,1.72104E+12,7.45243E+12
918,90000,9,2.5,29.1,20,90.67,8,200,360,410,7200,37174.7,1813.4,400,129600,168100,8221.0489,8000,46656000,68921000,745402.5038,160000,16796160000,28257610000,67585645.02,3200000,6.04662E+12,1.15856E+13,6127990434
919,90000,6,2.5,29.1,40,149.16,5,140,285,330,11400,49222.8,5966.4,1600,81225,108900,22248.7056,64000,23149125,35937000,3318616.927,2560000,6597500625,11859210000,495004900.9,102400000,1.88029E+12,3.91354E+12,73834931015
920,75000,7,2.5,29.1,30,119,9,180,285,330,8550,39270,3570,900,81225,108900,14161,27000,23149125,35937000,1685159,810000,6597500625,11859210000,200533921,24300000,1.88029E+12,3.91354E+12,23863536599
921,100000,7,2.5,29.1,20,223.45,10,220,645,400,12900,89380,4469,400,416025,160000,49929.9025,8000,268336125,64000000,11156836.71,160000,1.73077E+11,25600000000,2492995164,3200000,1.11635E+14,1.024E+13,5.5706E+11
922,70000,8,2.5,29.1,40,247,2,160,165,210,6600,51870,9880,1600,27225,44100,61009,64000,4492125,9261000,15069223,2560000,741200625,1944810000,3722098081,102400000,1.22298E+11,4.0841E+11,9.19358E+11
923,95000,9,2.5,29.1,20,111.14,1,200,360,410,7200,45567.4,2222.8,400,129600,168100,12352.0996,8000,46656000,68921000,1372812.35,160000,16796160000,28257610000,152574364.5,3200000,6.04662E+12,1.15856E+13,16957114874
924,60000,6,2.5,29.1,35,163.23,2,140,285,330,9975,53865.9,5713.05,1225,81225,108900,26644.0329,42875,23149125,35937000,4349105.49,1500625,6597500625,11859210000,709904489.2,52521875,1.88029E+12,3.91354E+12,1.15878E+11
925,70000,9,2.5,29.1,20,159.89,3,220,330,380,6600,60758.2,3197.8,400,108900,144400,25564.8121,8000,35937000,54872000,4087557.807,160000,11859210000,20851360000,653559617.7,3200000,3.91354E+12,7.92352E+12,1.04498E+11
926,75000,7,2.5,29.1,30,281.17,9,180,285,330,8550,92786.1,8435.1,900,81225,108900,79056.5689,27000,23149125,35937000,22228335.48,810000,6597500625,11859210000,6249941086,24300000,1.88029E+12,3.91354E+12,1.7573E+12
927,80000,7,2.5,29.1,30,81.27,1,180,150,200,4500,16254,2438.1,900,22500,40000,6604.8129,27000,3375000,8000000,536773.1444,810000,506250000,1600000000,43623553.44,24300000,75937500000,3.2E+11,3545286188
928,75000,7,2.5,29.1,30,199.46,6,180,350,400,10500,79784,5983.8,900,122500,160000,39784.2916,27000,42875000,64000000,7935374.803,810000,15006250000,25600000000,1582789858,24300000,5.25219E+12,1.024E+13,3.15703E+11
929,105000,6,2.5,29.1,20,149.69,4,200,550,450,11000,67360.5,2993.8,400,302500,202500,22407.0961,8000,166375000,91125000,3354118.215,160000,91506250000,41006250000,502077955.6,3200000,5.03284E+13,1.84528E+13,75156049179
930,45000,6,2.5,29.1,40,223.37,5,140,285,330,11400,73712.1,8934.8,1600,81225,108900,49894.1569,64000,23149125,35937000,11144857.83,2560000,6597500625,11859210000,2489426893,102400000,1.88029E+12,3.91354E+12,5.56063E+11
931,45000,9,2.5,29.1,50,295.1,6,200,285,330,14250,97383,14755,2500,81225,108900,87084.01,125000,23149125,35937000,25698491.35,6250000,6597500625,11859210000,7583624798,312500000,1.88029E+12,3.91354E+12,2.23793E+12
932,45000,7,2.5,29.1,60,336.15,15,100,120,170,7200,57145.5,20169,3600,14400,28900,112996.8225,216000,1728000,4913000,37983881.88,12960000,207360000,835210000,12768281895,777600000,24883200000,1.41986E+11,4.29206E+12
933,45000,7,2.5,29.1,20,320.33,13,220,360,410,7200,131335.3,6406.6,400,129600,168100,102611.3089,8000,46656000,68921000,32869480.58,160000,16796160000,28257610000,10529080714,3200000,6.04662E+12,1.15856E+13,3.37278E+12
934,45000,7,2.5,29.1,30,272.39,3,180,285,330,8550,89888.7,8171.7,900,81225,108900,74196.3121,27000,23149125,35937000,20210333.45,810000,6597500625,11859210000,5505092729,24300000,1.88029E+12,3.91354E+12,1.49953E+12
935,50000,7,2.5,29.1,50,256.01,14,120,120,170,6000,43521.7,12800.5,2500,14400,28900,65541.1201,125000,1728000,4913000,16779182.16,6250000,207360000,835210000,4295638424,312500000,24883200000,1.41986E+11,1.09973E+12
936,75000,7,2.5,29.1,30,188.49,6,180,350,400,10500,75396,5654.7,900,122500,160000,35528.4801,27000,42875000,64000000,6696763.214,810000,15006250000,25600000000,1262272898,24300000,5.25219E+12,1.024E+13,2.37926E+11
937,80000,9,2.5,29.1,20,109.07,3,200,405,450,8100,49081.5,2181.4,400,164025,202500,11896.2649,8000,66430125,91125000,1297525.613,160000,26904200625,41006250000,141521118.6,3200000,1.08962E+13,1.84528E+13,15435708403
938,105000,6,2.5,29.1,60,144.25,0,200,210,260,12600,37505,8655,3600,44100,67600,20808.0625,216000,9261000,17576000,3001563.016,12960000,1944810000,4569760000,432975465,777600000,4.0841E+11,1.18814E+12,62456710827
939,75000,7,2.5,29.1,30,63.81,1,180,285,330,8550,21057.3,1914.3,900,81225,108900,4071.7161,27000,23149125,35937000,259816.2043,810000,6597500625,11859210000,16578872,24300000,1.88029E+12,3.91354E+12,1057897822
940,90000,9,2.5,29.1,20,67.54,1,200,360,410,7200,27691.4,1350.8,400,129600,168100,4561.6516,8000,46656000,68921000,308093.9491,160000,16796160000,28257610000,20808665.32,3200000,6.04662E+12,1.15856E+13,1405417256
941,85000,9,2.5,29.1,20,38.83,1,220,405,450,8100,17473.5,776.6,400,164025,202500,1507.7689,8000,66430125,91125000,58546.66639,160000,26904200625,41006250000,2273367.056,3200000,1.08962E+13,1.84528E+13,88274842.78
942,45000,6,2.5,29.1,40,96.02,3,140,285,330,11400,31686.6,3840.8,1600,81225,108900,9219.8404,64000,23149125,35937000,885289.0752,2560000,6597500625,11859210000,85005457,102400000,1.88029E+12,3.91354E+12,8162223981
943,100000,6,2.5,29.1,40,188.74,16,140,150,200,6000,37748,7549.6,1600,22500,40000,35622.7876,64000,3375000,8000000,6723444.932,2560000,506250000,1600000000,1268982996,102400000,75937500000,3.2E+11,2.39508E+11
944,50000,7,2.5,29.1,50,146.25,6,120,120,170,6000,24862.5,7312.5,2500,14400,28900,21389.0625,125000,1728000,4913000,3128150.391,6250000,207360000,835210000,457491994.6,312500000,24883200000,1.41986E+11,66908204214
945,65000,8,2.5,29.1,40,179.51,2,160,165,210,6600,37697.1,7180.4,1600,27225,44100,32223.8401,64000,4492125,9261000,5784501.536,2560000,741200625,1944810000,1038375871,102400000,1.22298E+11,4.0841E+11,1.86399E+11
946,75000,7,2.5,29.1,30,139.04,1,180,285,330,8550,45883.2,4171.2,900,81225,108900,19332.1216,27000,23149125,35937000,2687938.187,810000,6597500625,11859210000,373730925.6,24300000,1.88029E+12,3.91354E+12,51963547889
947,75000,7,2.5,29.1,30,243.4,10,180,280,330,8400,80322,7302,900,78400,108900,59243.56,27000,21952000,35937000,14419882.5,810000,6146560000,11859210000,3509799401,24300000,1.72104E+12,3.91354E+12,8.54285E+11
948,75000,7,2.5,29.1,30,71.03,0,180,285,330,8550,23439.9,2130.9,900,81225,108900,5045.2609,27000,23149125,35937000,358364.8817,810000,6597500625,11859210000,25454657.55,24300000,1.88029E+12,3.91354E+12,1808044326
949,75000,9,2.5,29.1,20,115.97,3,200,200,250,4000,28992.5,2319.4,400,40000,62500,13449.0409,8000,8000000,15625000,1559685.273,160000,1600000000,3906250000,180876701.1,3200000,3.2E+11,9.76563E+11,20976271030
950,75000,7,2.5,29.1,60,187,12,100,120,170,7200,31790,11220,3600,14400,28900,34969,216000,1728000,4913000,6539203,12960000,207360000,835210000,1222830961,777600000,24883200000,1.41986E+11,2.28669E+11
951,75000,6,2.5,29.1,40,107.84,7,140,150,200,6000,21568,4313.6,1600,22500,40000,11629.4656,64000,3375000,8000000,1254121.57,2560000,506250000,1600000000,135244470.1,102400000,75937500000,3.2E+11,14584763660
952,40000,7,2.5,29.1,60,131.32,5,100,120,170,7200,22324.4,7879.2,3600,14400,28900,17244.9424,216000,1728000,4913000,2264605.836,12960000,207360000,835210000,297388038.4,777600000,24883200000,1.41986E+11,39052997200
953,55000,6,2.5,29.1,40,201.23,6,140,285,330,11400,66405.9,8049.2,1600,81225,108900,40493.5129,64000,23149125,35937000,8148509.601,2560000,6597500625,11859210000,1639724587,102400000,1.88029E+12,3.91354E+12,3.29962E+11
954,100000,7,2.5,29.1,20,214.7,11,220,360,410,7200,88027,4294,400,129600,168100,46096.09,8000,46656000,68921000,9896830.523,160000,16796160000,28257610000,2124849513,3200000,6.04662E+12,1.15856E+13,4.56205E+11
955,45000,6,2.5,29.1,40,272.03,17,140,285,330,11400,89769.9,10881.2,1600,81225,108900,74000.3209,64000,23149125,35937000,20130307.29,2560000,6597500625,11859210000,5476047493,102400000,1.88029E+12,3.91354E+12,1.48965E+12
956,45000,9,2.5,29.1,20,419.31,26,220,210,260,4200,109020.6,8386.2,400,44100,67600,175820.8761,8000,9261000,17576000,73723451.56,160000,1944810000,4569760000,30912980473,3200000,4.0841E+11,1.18814E+12,1.29621E+13
957,40000,7,2.5,29.1,60,405.05,27,100,120,170,7200,68858.5,24303,3600,14400,28900,164065.5025,216000,1728000,4913000,66454731.79,12960000,207360000,835210000,26917489111,777600000,24883200000,1.41986E+11,1.09029E+13
958,55000,6,2.5,29.1,40,792.91,37,140,285,330,11400,261660.3,31716.4,1600,81225,108900,628706.2681,64000,23149125,35937000,498507487,2560000,6597500625,11859210000,3.95272E+11,102400000,1.88029E+12,3.91354E+12,3.13415E+14
959,95000,9,2.5,29.1,20,648.04,25,200,210,260,4200,168490.4,12960.8,400,44100,67600,419955.8416,8000,9261000,17576000,272148183.6,160000,1944810000,4569760000,1.76363E+11,3200000,4.0841E+11,1.18814E+12,1.1429E+14
960,50000,7,2.5,29.1,50,569.08,25,120,120,170,6000,96743.6,28454,2500,14400,28900,323852.0464,125000,1728000,4913000,184297722.6,6250000,207360000,835210000,1.0488E+11,312500000,24883200000,1.41986E+11,5.96852E+13
961,60000,6,2.5,29.1,40,494.01,19,140,285,330,11400,163023.3,19760.4,1600,81225,108900,244045.8801,64000,23149125,35937000,120561105.2,2560000,6597500625,11859210000,59558391594,102400000,1.88029E+12,3.91354E+12,2.94224E+13
962,60000,9,2.5,29.1,20,465.7,19,200,210,260,4200,121082,9314,400,44100,67600,216876.49,8000,9261000,17576000,100999381.4,160000,1944810000,4569760000,47035411915,3200000,4.0841E+11,1.18814E+12,2.19044E+13
963,85000,9,2.5,29.1,20,611.74,23,200,210,260,4200,159052.4,12234.8,400,44100,67600,374225.8276,8000,9261000,17576000,228928907.8,160000,1944810000,4569760000,1.40045E+11,3200000,4.0841E+11,1.18814E+12,8.56711E+13
964,105000,6,2.5,29.1,40,730.95,30,160,330,380,13200,277761,29238,1600,108900,144400,534287.9025,64000,35937000,54872000,390537742.3,2560000,11859210000,20851360000,2.85464E+11,102400000,3.91354E+12,7.92352E+12,2.0866E+14
965,85000,9,2.5,29.1,20,644.66,33,200,210,260,4200,167611.6,12893.2,400,44100,67600,415586.5156,8000,9261000,17576000,267912003.1,160000,1944810000,4569760000,1.72712E+11,3200000,4.0841E+11,1.18814E+12,1.11341E+14
966,50000,7,2.5,29.1,50,475.62,24,120,120,170,6000,80855.4,23781,2500,14400,28900,226214.3844,125000,1728000,4913000,107592085.5,6250000,207360000,835210000,51172947709,312500000,24883200000,1.41986E+11,2.43389E+13
967,100000,7,2.5,29.1,30,576.34,29,180,285,330,8550,190192.2,17290.2,900,81225,108900,332167.7956,27000,23149125,35937000,191441587.3,810000,6597500625,11859210000,1.10335E+11,24300000,1.88029E+12,3.91354E+12,6.35907E+13
968,65000,8,2.5,29.1,40,472.02,22,160,165,210,6600,99124.2,18880.8,1600,27225,44100,222802.8804,64000,4492125,9261000,105167415.6,2560000,741200625,1944810000,49641123515,102400000,1.22298E+11,4.0841E+11,2.34316E+13
969,65000,9,2.5,29.1,20,390.23,26,200,210,260,4200,101459.8,7804.6,400,44100,67600,152279.4529,8000,9261000,17576000,59424010.91,160000,1944810000,4569760000,23189031776,3200000,4.0841E+11,1.18814E+12,9.04906E+12
970,65000,9,2.5,29.1,20,328.87,26,200,210,260,4200,85506.2,6577.4,400,44100,67600,108155.4769,8000,9261000,17576000,35569091.69,160000,1944810000,4569760000,11697607183,3200000,4.0841E+11,1.18814E+12,3.84699E+12
971,65000,7,2.5,29.1,35,241.15,11,120,165,210,5775,50641.5,8440.25,1225,27225,44100,58153.3225,42875,4492125,9261000,14023673.72,1500625,741200625,1944810000,3381808918,52521875,1.22298E+11,4.0841E+11,8.15523E+11
972,65000,7,2.5,29.1,50,141.82,1,120,120,170,6000,24109.4,7091,2500,14400,28900,20112.9124,125000,1728000,4913000,2852413.237,6250000,207360000,835210000,404529245.2,312500000,24883200000,1.41986E+11,57370337556
973,105000,6,2.5,29.1,20,68.88,1,200,350,400,7000,27552,1377.6,400,122500,160000,4744.4544,8000,42875000,64000000,326798.0191,160000,15006250000,25600000000,22509847.55,3200000,5.25219E+12,1.024E+13,1550478299
974,105000,7,2.5,29.1,20,129.6,3,200,330,380,6600,49248,2592,400,108900,144400,16796.16,8000,35937000,54872000,2176782.336,160000,11859210000,20851360000,282110990.7,3200000,3.91354E+12,7.92352E+12,36561584401
975,95000,8,2.5,29.1,40,256.73,22,160,165,210,6600,53913.3,10269.2,1600,27225,44100,65910.2929,64000,4492125,9261000,16921149.5,2560000,741200625,1944810000,4344166710,102400000,1.22298E+11,4.0841E+11,1.11528E+12
976,60000,6,2.5,29.1,40,320.25,21,140,285,330,11400,105682.5,12810,1600,81225,108900,102560.0625,64000,23149125,35937000,32844860.02,2560000,6597500625,11859210000,10518566420,102400000,1.88029E+12,3.91354E+12,3.36857E+12
977,85000,9,2.5,29.1,20,99.92,7,200,210,260,4200,25979.2,1998.4,400,44100,67600,9984.0064,8000,9261000,17576000,997601.9195,160000,1944810000,4569760000,99680383.8,3200000,4.0841E+11,1.18814E+12,9960063949
978,100000,9,2.5,29.1,20,349.89,6,220,210,260,4200,90971.4,6997.8,400,44100,67600,122423.0121,8000,9261000,17576000,42834587.7,160000,1944810000,4569760000,14987393892,3200000,4.0841E+11,1.18814E+12,5.24394E+12
979,70000,8,2.5,29.1,40,562.47,9,160,165,210,6600,118118.7,22498.8,1600,27225,44100,316372.5009,64000,4492125,9261000,177950040.6,2560000,741200625,1944810000,1.00092E+11,102400000,1.22298E+11,4.0841E+11,5.62985E+13
980,50000,7,2.5,29.1,40,711.4,6,120,165,210,6600,149394,28456,1600,27225,44100,506089.96,64000,4492125,9261000,360032397.5,2560000,741200625,1944810000,2.56127E+11,102400000,1.22298E+11,4.0841E+11,1.82209E+14
981,85000,9,2.5,29.1,20,678.28,13,200,210,260,4200,176352.8,13565.6,400,44100,67600,460063.7584,8000,9261000,17576000,312052046,160000,1944810000,4569760000,2.11659E+11,3200000,4.0841E+11,1.18814E+12,1.43564E+14
982,80000,7,2.5,29.1,30,801.24,21,180,285,330,8550,264409.2,24037.2,900,81225,108900,641985.5376,27000,23149125,35937000,514384492.1,810000,6597500625,11859210000,4.12145E+11,24300000,1.88029E+12,3.91354E+12,3.30227E+14
983,80000,8,2.5,29.1,40,848.38,3,160,165,210,6600,178159.8,33935.2,1600,27225,44100,719748.6244,64000,4492125,9261000,610620338,2560000,741200625,1944810000,5.18038E+11,102400000,1.22298E+11,4.0841E+11,4.39493E+14
984,80000,9,2.5,29.1,20,777.41,12,200,210,260,4200,202126.6,15548.2,400,44100,67600,604366.3081,8000,9261000,17576000,469840411.6,160000,1944810000,4569760000,3.65259E+11,3200000,4.0841E+11,1.18814E+12,2.83956E+14
985,80000,6,2.5,29.1,40,867.16,10,140,285,330,11400,286162.8,34686.4,1600,81225,108900,751966.4656,64000,23149125,35937000,652075240.3,2560000,6597500625,11859210000,5.65454E+11,102400000,1.88029E+12,3.91354E+12,4.90339E+14
986,85000,9,2.5,29.1,20,818.21,12,200,210,260,4200,212734.6,16364.2,400,44100,67600,669467.6041,8000,9261000,17576000,547765088.4,160000,1944810000,4569760000,4.48187E+11,3200000,4.0841E+11,1.18814E+12,3.66711E+14
987,55000,6,2.5,29.1,40,888.79,18,140,285,330,11400,293300.7,35551.6,1600,81225,108900,789947.6641,64000,23149125,35937000,702097584.4,2560000,6597500625,11859210000,6.24017E+11,102400000,1.88029E+12,3.91354E+12,5.5462E+14
988,55000,7,2.5,29.1,30,738.36,5,180,285,330,8550,243658.8,22150.8,900,81225,108900,545175.4896,27000,23149125,35937000,402535774.5,810000,6597500625,11859210000,2.97216E+11,24300000,1.88029E+12,3.91354E+12,2.19453E+14
989,60000,9,2.5,29.1,20,675.67,8,200,210,260,4200,175674.2,13513.4,400,44100,67600,456529.9489,8000,9261000,17576000,308463590.6,160000,1944810000,4569760000,2.0842E+11,3200000,4.0841E+11,1.18814E+12,1.40823E+14
990,90000,9,2.5,29.1,20,636.03,1,200,210,260,4200,165367.8,12720.6,400,44100,67600,404534.1609,8000,9261000,17576000,257295862.4,160000,1944810000,4569760000,1.63648E+11,3200000,4.0841E+11,1.18814E+12,1.04085E+14
991,45000,6,2.5,29.1,40,581.61,1,140,285,330,11400,191931.3,23264.4,1600,81225,108900,338270.1921,64000,23149125,35937000,196741326.4,2560000,6597500625,11859210000,1.14427E+11,102400000,1.88029E+12,3.91354E+12,6.65517E+13
992,45000,6,2.5,29.1,40,504.73,7,140,285,330,11400,166560.9,20189.2,1600,81225,108900,254752.3729,64000,23149125,35937000,128581165.2,2560000,6597500625,11859210000,64898771498,102400000,1.88029E+12,3.91354E+12,3.27564E+13
993,45000,6,2.5,29.1,20,554.22,1,220,400,450,8000,249399,11084.4,400,160000,202500,307159.8084,8000,64000000,91125000,170234109,160000,25600000000,41006250000,94347147896,3200000,1.024E+13,1.84528E+13,5.22891E+13
