ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2,t3,A3,W3,d3,t4,A4,W4,d4,t5,A5,W5,d5
265,55000,6,3.32,29.1,40,578.36,35,140,90,140,3600,80970.4,23134.4,1600,8100,19600,334500.2896,64000,729000,2744000,193461587.5,2560000,65610000,384160000,1.1189E+11,102400000,5904900000,53782400000,6.4713E+13
266,80000,7,3.32,29.1,30,578.02,21,180,90,140,2700,80922.8,17340.6,900,8100,19600,334107.1204,27000,729000,2744000,193120597.7,810000,65610000,384160000,1.11628E+11,24300000,5904900000,53782400000,6.4523E+13
267,80000,9,3.32,29.1,20,548.89,15,200,90,140,1800,76844.6,10977.8,400,8100,19600,301280.2321,8000,729000,2744000,165369706.6,160000,65610000,384160000,90769778254,3200000,5904900000,53782400000,4.98226E+13
268,80000,6,3.32,29.1,40,569.17,13,140,90,140,3600,79683.8,22766.8,1600,8100,19600,323954.4889,64000,729000,2744000,184385176.4,2560000,65610000,384160000,1.04947E+11,102400000,5904900000,53782400000,5.97324E+13
269,80000,6,3.32,29.1,20,405.76,11,200,120,170,2400,68979.2,8115.2,400,14400,28900,164641.1776,8000,1728000,4913000,66804804.22,160000,207360000,835210000,27106717362,3200000,24883200000,1.41986E+11,1.09988E+13
270,80000,7,3.32,29.1,30,380.87,10,180,120,170,3600,64747.9,11426.1,900,14400,28900,145061.9569,27000,1728000,4913000,55249747.52,810000,207360000,835210000,21042971340,24300000,24883200000,1.41986E+11,8.01464E+12
271,65000,8,3.32,29.1,40,351.37,6,160,120,170,4800,59732.9,14054.8,1600,14400,28900,123460.8769,64000,1728000,4913000,43380448.32,2560000,207360000,835210000,15242588125,102400000,24883200000,1.41986E+11,5.35579E+12
272,45000,6,3.32,29.1,40,405.94,8,140,165,210,6600,85247.4,16237.6,1600,27225,44100,164787.2836,64000,4492125,9261000,66893749.9,2560000,741200625,1944810000,27154848836,102400000,1.22298E+11,4.0841E+11,1.10232E+13
273,50000,7,3.32,29.1,50,431,9,120,165,210,8250,90510,21550,2500,27225,44100,185761,125000,4492125,9261000,80062991,6250000,741200625,1944810000,34507149121,312500000,1.22298E+11,4.0841E+11,1.48726E+13
274,40000,7,3.32,29.1,60,414.42,8,100,165,210,9900,87028.2,24865.2,3600,27225,44100,171743.9364,216000,4492125,9261000,71174122.12,12960000,741200625,1944810000,29495979690,777600000,1.22298E+11,4.0841E+11,1.22237E+13
275,85000,9,3.32,29.1,20,430.59,8,200,165,210,3300,90423.9,8611.8,400,27225,44100,185407.7481,8000,4492125,9261000,79834722.25,160000,741200625,1944810000,34376033056,3200000,1.22298E+11,4.0841E+11,1.4802E+13
276,105000,9,3.32,29.1,20,475.84,10,220,165,210,3300,99926.4,9516.8,400,27225,44100,226423.7056,8000,4492125,9261000,107741456.1,160000,741200625,1944810000,51267694458,3200000,1.22298E+11,4.0841E+11,2.43952E+13
277,75000,7,3.32,29.1,30,509.01,6,180,120,170,3600,86531.7,15270.3,900,14400,28900,259091.1801,27000,1728000,4913000,131880001.6,810000,207360000,835210000,67128239606,24300000,24883200000,1.41986E+11,3.41689E+13
278,85000,9,3.32,29.1,20,576.85,4,200,120,170,2400,98064.5,11537,400,14400,28900,332755.9225,8000,1728000,4913000,191950253.9,160000,207360000,835210000,1.10727E+11,3200000,24883200000,1.41986E+11,6.38726E+13
279,65000,8,3.32,29.1,40,606.85,36,160,120,170,4800,103164.5,24274,1600,14400,28900,368266.9225,64000,1728000,4913000,223482781.9,2560000,207360000,835210000,1.35621E+11,102400000,24883200000,1.41986E+11,8.23013E+13
280,70000,8,3.32,29.1,40,597.34,1,160,120,170,4800,101547.8,23893.6,1600,14400,28900,356815.0756,64000,1728000,4913000,213139917.3,2560000,207360000,835210000,1.27317E+11,102400000,24883200000,1.41986E+11,7.60515E+13
281,55000,6,3.32,29.1,40,588.59,37,140,120,170,4800,100060.3,23543.6,1600,14400,28900,346438.1881,64000,1728000,4913000,203910053.1,2560000,207360000,835210000,1.20019E+11,102400000,24883200000,1.41986E+11,7.06422E+13
282,55000,7,3.32,29.1,30,534.18,31,180,120,170,3600,90810.6,16025.4,900,14400,28900,285348.2724,27000,1728000,4913000,152427340.2,810000,207360000,835210000,81423636562,24300000,24883200000,1.41986E+11,4.34949E+13
283,55000,6,3.32,29.1,20,353.01,5,200,165,210,3300,74132.1,7060.2,400,27225,44100,124616.0601,8000,4492125,9261000,43990715.38,160000,741200625,1944810000,15529162435,3200000,1.22298E+11,4.0841E+11,5.48195E+12
284,55000,9,3.32,29.1,20,469.66,21,200,165,210,3300,98628.6,9393.2,400,27225,44100,220580.5156,8000,4492125,9261000,103597845,160000,741200625,1944810000,48655763862,3200000,1.22298E+11,4.0841E+11,2.28517E+13
285,55000,7,3.32,29.1,60,393.91,12,100,165,210,9900,82721.1,23634.6,3600,27225,44100,155165.0881,216000,4492125,9261000,61121079.85,12960000,741200625,1944810000,24076204565,777600000,1.22298E+11,4.0841E+11,9.48386E+12
286,55000,9,3.32,29.1,20,317.62,11,200,165,210,3300,66700.2,6352.4,400,27225,44100,100882.4644,8000,4492125,9261000,32042288.34,160000,741200625,1944810000,10177271623,3200000,1.22298E+11,4.0841E+11,3.23251E+12
287,55000,9,3.32,29.1,20,223.62,10,200,210,260,4200,58141.2,4472.4,400,44100,67600,50005.9044,8000,9261000,17576000,11182320.34,160000,1944810000,4569760000,2500590475,3200000,4.0841E+11,1.18814E+12,5.59182E+11
288,70000,8,3.32,29.1,40,178.75,11,160,240,290,9600,51837.5,7150,1600,57600,84100,31951.5625,64000,13824000,24389000,5711341.797,2560000,3317760000,7072810000,1020902346,102400000,7.96262E+11,2.05111E+12,1.82486E+11
289,100000,6,3.32,29.1,20,242.92,14,220,480,300,9600,72876,4858.4,400,230400,90000,59010.1264,8000,110592000,27000000,14334739.91,160000,53084160000,8100000000,3482195018,3200000,2.54804E+13,2.43E+12,8.45895E+11
290,40000,7,3.32,29.1,60,47.76,2,100,570,280,34200,13372.8,2865.6,3600,324900,78400,2281.0176,216000,185193000,21952000,108941.4006,12960000,1.0556E+11,6146560000,5203041.292,777600000,6.01692E+13,1.72104E+12,248497252.1
291,60000,6,3.32,29.1,40,131.19,12,140,450,500,18000,65595,5247.6,1600,202500,250000,17210.8161,64000,91125000,125000000,2257886.964,2560000,41006250000,62500000000,296212190.8,102400000,1.84528E+13,3.125E+13,38860077315
292,75000,7,3.32,29.1,30,145.66,10,180,330,380,9900,55350.8,4369.8,900,108900,144400,21216.8356,27000,35937000,54872000,3090444.273,810000,11859210000,20851360000,450154112.9,24300000,3.91354E+12,7.92352E+12,65569448082
293,90000,9,3.32,29.1,20,188.32,20,200,165,210,3300,39547.2,3766.4,400,27225,44100,35464.4224,8000,4492125,9261000,6678660.026,160000,741200625,1944810000,1257725256,3200000,1.22298E+11,4.0841E+11,2.36855E+11
294,60000,6,3.32,29.1,40,284.86,16,140,480,300,19200,85458,11394.4,1600,230400,90000,81145.2196,64000,110592000,27000000,23115027.26,2560000,53084160000,8100000000,6584546664,102400000,2.54804E+13,2.43E+12,1.87567E+12
295,105000,9,3.32,29.1,20,458.75,30,200,480,300,9600,137625,9175,400,230400,90000,210451.5625,8000,110592000,27000000,96544654.3,160000,53084160000,8100000000,44289860159,3200000,2.54804E+13,2.43E+12,2.0318E+13
296,40000,7,3.32,29.1,60,564.72,38,100,480,300,28800,169416,33883.2,3600,230400,90000,318908.6784,216000,110592000,27000000,180094108.9,12960000,53084160000,8100000000,1.01703E+11,777600000,2.54804E+13,2.43E+12,5.74336E+13
297,85000,9,3.32,29.1,20,489.34,35,200,480,300,9600,146802,9786.8,400,230400,90000,239453.6356,8000,110592000,27000000,117174242,160000,53084160000,8100000000,57338043602,3200000,2.54804E+13,2.43E+12,2.80578E+13
298,45000,6,3.32,29.1,35,409.46,27,140,210,260,7350,106459.6,14331.1,1225,44100,67600,167657.4916,42875,9261000,17576000,68649036.51,1500625,1944810000,4569760000,28109034490,52521875,4.0841E+11,1.18814E+12,1.15095E+13
299,65000,7,3.32,29.1,30,525.76,23,180,210,260,6300,136697.6,15772.8,900,44100,67600,276423.5776,27000,9261000,17576000,145332460.2,810000,1944810000,4569760000,76409994253,24300000,4.0841E+11,1.18814E+12,4.01733E+13
300,45000,6,3.32,29.1,40,429.38,9,140,210,260,8400,111638.8,17175.2,1600,44100,67600,184367.1844,64000,9261000,17576000,79163581.64,2560000,1944810000,4569760000,33991258684,102400000,4.0841E+11,1.18814E+12,1.45952E+13
301,100000,7,3.32,29.1,20,192.46,2,220,165,210,3300,40416.6,3849.2,400,27225,44100,37040.8516,8000,4492125,9261000,7128882.299,160000,741200625,1944810000,1372024687,3200000,1.22298E+11,4.0841E+11,2.6406E+11
302,100000,8,3.32,29.1,40,222.27,3,160,210,260,8400,57790.2,8890.8,1600,44100,67600,49403.9529,64000,9261000,17576000,10981016.61,2560000,1944810000,4569760000,2440750562,102400000,4.0841E+11,1.18814E+12,5.42506E+11
303,100000,6,3.32,29.1,40,264.75,4,140,360,410,14400,108547.5,10590,1600,129600,168100,70092.5625,64000,46656000,68921000,18557005.92,2560000,16796160000,28257610000,4912967318,102400000,6.04662E+12,1.15856E+13,1.30071E+12
304,100000,7,3.32,29.1,50,283.44,4,120,240,290,12000,82197.6,14172,2500,57600,84100,80338.2336,125000,13824000,24389000,22771068.93,6250000,3317760000,7072810000,6454231778,312500000,7.96262E+11,2.05111E+12,1.82939E+12
305,100000,7,3.32,29.1,30,269.03,4,180,240,290,7200,78018.7,8070.9,900,57600,84100,72377.1409,27000,13824000,24389000,19471622.22,810000,3317760000,7072810000,5238450525,24300000,7.96262E+11,2.05111E+12,1.4093E+12
306,100000,9,3.32,29.1,20,239.04,4,200,210,260,4200,62150.4,4780.8,400,44100,67600,57140.1216,8000,9261000,17576000,13658774.67,160000,1944810000,4569760000,3264993496,3200000,4.0841E+11,1.18814E+12,7.80464E+11
307,100000,6,3.32,29.1,40,179.36,3,140,525,480,21000,86092.8,7174.4,1600,275625,230400,32170.0096,64000,144703125,110592000,5770012.922,2560000,75969140625,53084160000,1034909518,102400000,3.98838E+13,2.54804E+13,1.85621E+11
308,70000,8,3.32,29.1,35,147.41,3,160,330,380,11550,56015.8,5159.35,1225,108900,144400,21729.7081,42875,35937000,54872000,3203176.271,1500625,11859210000,20851360000,472180214.1,52521875,3.91354E+12,7.92352E+12,69604085362
309,65000,8,3.32,29.1,40,183.85,3,160,285,330,11400,60670.5,7354,1600,81225,108900,33800.8225,64000,23149125,35937000,6214281.217,2560000,6597500625,11859210000,1142495602,102400000,1.88029E+12,3.91354E+12,2.10048E+11
310,105000,7,3.32,29.1,20,216.09,4,200,360,410,7200,88596.9,4321.8,400,129600,168100,46694.8881,8000,46656000,68921000,10090298.37,160000,16796160000,28257610000,2180412575,3200000,6.04662E+12,1.15856E+13,4.71165E+11
311,100000,6,3.32,29.1,20,114.04,2,200,450,500,9000,57020,2280.8,400,202500,250000,13005.1216,8000,91125000,125000000,1483104.067,160000,41006250000,62500000000,169133187.8,3200000,1.84528E+13,3.125E+13,19287948740
312,65000,8,3.32,29.1,40,73.16,1,160,450,500,18000,36580,2926.4,1600,202500,250000,5352.3856,64000,91125000,125000000,391580.5305,2560000,41006250000,62500000000,28648031.61,102400000,1.84528E+13,3.125E+13,2095889993
313,70000,8,3.32,29.1,40,114.74,2,160,240,290,9600,33274.6,4589.6,1600,57600,84100,13165.2676,64000,13824000,24389000,1510582.804,2560000,3317760000,7072810000,173324271,102400000,7.96262E+11,2.05111E+12,19887226852
314,90000,9,3.32,29.1,20,152.21,4,200,210,260,4200,39574.6,3044.2,400,44100,67600,23167.8841,8000,9261000,17576000,3526383.639,160000,1944810000,4569760000,536750853.7,3200000,4.0841E+11,1.18814E+12,81698847437
315,70000,8,3.32,29.1,40,208.63,4,160,120,170,4800,35467.1,8345.2,1600,14400,28900,43526.4769,64000,1728000,4913000,9080928.876,2560000,207360000,835210000,1894554191,102400000,24883200000,1.41986E+11,3.95261E+11
316,90000,9,3.32,29.1,20,147.33,3,220,240,290,4800,42725.7,2946.6,400,57600,84100,21706.1289,8000,13824000,24389000,3197963.971,160000,3317760000,7072810000,471156031.8,3200000,7.96262E+11,2.05111E+12,69415418169
317,45000,6,3.32,29.1,40,57.28,2,140,765,280,30600,16038.4,2291.2,1600,585225,78400,3280.9984,64000,447697125,21952000,187935.5884,2560000,3.42488E+11,6146560000,10764950.5,102400000,2.62004E+14,1.72104E+12,616616364.7
318,60000,6,3.32,29.1,40,110.26,1,140,450,500,18000,55130,4410.4,1600,202500,250000,12157.2676,64000,91125000,125000000,1340460.326,2560000,41006250000,62500000000,147799155.5,102400000,1.84528E+13,3.125E+13,16296334885
319,40000,7,3.32,29.1,60,154.15,3,100,405,450,24300,69367.5,9249,3600,164025,202500,23762.2225,216000,66430125,91125000,3662946.598,12960000,26904200625,41006250000,564643218.1,777600000,1.08962E+13,1.84528E+13,87039752076
320,40000,7,3.32,29.1,60,196.76,4,100,405,450,24300,88542,11805.6,3600,164025,202500,38714.4976,216000,66430125,91125000,7617464.548,12960000,26904200625,41006250000,1498812324,777600000,1.08962E+13,1.84528E+13,2.94906E+11
321,105000,6,3.32,29.1,20,190.08,4,200,525,480,10500,91238.4,3801.6,400,275625,230400,36130.4064,8000,144703125,110592000,6867667.649,160000,75969140625,53084160000,1305406267,3200000,3.98838E+13,2.54804E+13,2.48132E+11
322,100000,5,3.32,29.1,40,183.97,0,160,840,550,33600,101183.5,7358.8,1600,705600,302500,33844.9609,64000,592704000,166375000,6226457.457,2560000,4.97871E+11,91506250000,1145481378,102400000,4.18212E+14,5.03284E+13,2.10734E+11
323,100000,9,3.32,29.1,20,60,1,200,360,410,7200,24600,1200,400,129600,168100,3600,8000,46656000,68921000,216000,160000,16796160000,28257610000,12960000,3200000,6.04662E+12,1.15856E+13,777600000
324,100000,6,3.32,29.1,40,164.91,3,140,525,480,21000,79156.8,6596.4,1600,275625,230400,27195.3081,64000,144703125,110592000,4484778.259,2560000,75969140625,53084160000,739584782.7,102400000,3.98838E+13,2.54804E+13,1.21965E+11
325,100000,6,3.32,29.1,40,193.76,3,140,210,260,8400,50377.6,7750.4,1600,44100,67600,37542.9376,64000,9261000,17576000,7274319.589,2560000,1944810000,4569760000,1409472164,102400000,4.0841E+11,1.18814E+12,2.73099E+11
326,100000,9,3.32,29.1,20,229.71,3,200,210,260,4200,59724.6,4594.2,400,44100,67600,52766.6841,8000,9261000,17576000,12121035,160000,1944810000,4569760000,2784322951,3200000,4.0841E+11,1.18814E+12,6.39587E+11
327,100000,8,3.32,29.1,40,244.77,5,160,210,260,8400,63640.2,9790.8,1600,44100,67600,59912.3529,64000,9261000,17576000,14664746.62,2560000,1944810000,4569760000,3589490030,102400000,4.0841E+11,1.18814E+12,8.78599E+11
328,100000,7,3.32,29.1,30,280.49,5,180,210,260,6300,72927.4,8414.7,900,44100,67600,78674.6401,27000,9261000,17576000,22067449.8,810000,1944810000,4569760000,6189698995,24300000,4.0841E+11,1.18814E+12,1.73615E+12
329,45000,9,3.32,29.1,20,226.08,0,200,210,260,4200,58780.8,4521.6,400,44100,67600,51112.1664,8000,9261000,17576000,11555438.58,160000,1944810000,4569760000,2612453554,3200000,4.0841E+11,1.18814E+12,5.90623E+11
330,60000,6,3.32,29.1,40,208.21,3,140,210,260,8400,54134.6,8328.4,1600,44100,67600,43351.4041,64000,9261000,17576000,9026195.848,2560000,1944810000,4569760000,1879344237,102400000,4.0841E+11,1.18814E+12,3.91298E+11
331,80000,7,3.32,29.1,30,227.73,4,180,120,170,3600,38714.1,6831.9,900,14400,28900,51860.9529,27000,1728000,4913000,11810294.8,810000,207360000,835210000,2689558436,24300000,24883200000,1.41986E+11,6.12493E+11
332,105000,7,3.32,29.1,20,263.29,2,200,120,170,2400,44759.3,5265.8,400,14400,28900,69321.6241,8000,1728000,4913000,18251690.41,160000,207360000,835210000,4805487568,3200000,24883200000,1.41986E+11,1.26524E+12
333,70000,8,3.32,29.1,40,295.58,7,160,120,170,4800,50248.6,11823.2,1600,14400,28900,87367.5364,64000,1728000,4913000,25824096.41,2560000,207360000,835210000,7633086417,102400000,24883200000,1.41986E+11,2.25619E+12
334,75000,7,3.32,29.1,30,258.31,8,180,120,170,3600,43912.7,7749.3,900,14400,28900,66724.0561,27000,1728000,4913000,17235490.93,810000,207360000,835210000,4452099662,24300000,24883200000,1.41986E+11,1.15002E+12
335,75000,7,3.32,29.1,30,217.61,6,180,120,170,3600,36993.7,6528.3,900,14400,28900,47354.1121,27000,1728000,4913000,10304728.33,810000,207360000,835210000,2242411933,24300000,24883200000,1.41986E+11,4.87971E+11
336,75000,7,3.32,29.1,30,112.01,5,180,330,380,9900,42563.8,3360.3,900,108900,144400,12546.2401,27000,35937000,54872000,1405304.354,810000,11859210000,20851360000,157408140.6,24300000,3.91354E+12,7.92352E+12,17631285834
337,60000,6,3.32,29.1,40,106.78,3,140,450,500,18000,53390,4271.2,1600,202500,250000,11401.9684,64000,91125000,125000000,1217502.186,2560000,41006250000,62500000000,130004883.4,102400000,1.84528E+13,3.125E+13,13881921449
338,65000,8,3.32,29.1,40,62.43,2,160,285,330,11400,20601.9,2497.2,1600,81225,108900,3897.5049,64000,23149125,35937000,243321.2309,2560000,6597500625,11859210000,15190544.45,102400000,1.88029E+12,3.91354E+12,948345689.7
339,50000,7,3.32,29.1,50,68.25,3,120,405,450,20250,30712.5,3412.5,2500,164025,202500,4658.0625,125000,66430125,91125000,317912.7656,6250000,26904200625,41006250000,21697546.25,312500000,1.08962E+13,1.84528E+13,1480857532
340,50000,8,3.32,29.1,35,117.72,4,160,285,330,9975,38847.6,4120.2,1225,81225,108900,13857.9984,42875,23149125,35937000,1631363.572,1500625,6597500625,11859210000,192044119.7,52521875,1.88029E+12,3.91354E+12,22607433766
341,50000,6,3.32,29.1,40,150.76,4,140,450,500,18000,75380,6030.4,1600,202500,250000,22728.5776,64000,91125000,125000000,3426560.359,2560000,41006250000,62500000000,516588239.7,102400000,1.84528E+13,3.125E+13,77880843020
342,50000,7,3.32,29.1,30,187.24,4,180,285,330,8550,61789.2,5617.2,900,81225,108900,35058.8176,27000,23149125,35937000,6564413.007,810000,6597500625,11859210000,1229120692,24300000,1.88029E+12,3.91354E+12,2.30141E+11
343,50000,9,3.32,29.1,20,196.98,1,200,165,210,3300,41365.8,3939.6,400,27225,44100,38801.1204,8000,4492125,9261000,7643044.696,160000,741200625,1944810000,1505526944,3200000,1.22298E+11,4.0841E+11,2.96559E+11
344,50000,8,3.32,29.1,40,151.79,4,160,240,290,9600,44019.1,6071.6,1600,57600,84100,23040.2041,64000,13824000,24389000,3497272.58,2560000,3317760000,7072810000,530851005,102400000,7.96262E+11,2.05111E+12,80577874044
345,50000,6,3.32,29.1,40,52.17,2,140,525,480,21000,25041.6,2086.8,1600,275625,230400,2721.7089,64000,144703125,110592000,141991.5533,2560000,75969140625,53084160000,7407699.336,102400000,3.98838E+13,2.54804E+13,386459674.4
346,50000,7,3.32,29.1,30,109.81,1,180,330,380,9900,41727.8,3294.3,900,108900,144400,12058.2361,27000,35937000,54872000,1324114.906,810000,11859210000,20851360000,145401057.8,24300000,3.91354E+12,7.92352E+12,15966490162
347,50000,8,3.32,29.1,40,145.99,3,160,240,290,9600,42337.1,5839.6,1600,57600,84100,21313.0801,64000,13824000,24389000,3111496.564,2560000,3317760000,7072810000,454247383.3,102400000,7.96262E+11,2.05111E+12,66315575495
348,70000,7,3.32,29.1,30,97.02,2,180,360,410,10800,39778.2,2910.6,900,129600,168100,9412.8804,27000,46656000,68921000,913237.6564,810000,16796160000,28257610000,88602317.42,24300000,6.04662E+12,1.15856E+13,8596196837
349,75000,7,3.32,29.1,30,76.22,0,180,360,410,10800,31250.2,2286.6,900,129600,168100,5809.4884,27000,46656000,68921000,442799.2058,810000,16796160000,28257610000,33750155.47,24300000,6.04662E+12,1.15856E+13,2572436850
350,90000,9,3.32,29.1,50,71.81,2,200,240,290,12000,20824.9,3590.5,2500,57600,84100,5156.6761,125000,13824000,24389000,370300.9107,6250000,3317760000,7072810000,26591308.4,312500000,7.96262E+11,2.05111E+12,1909521856
351,70000,8,3.32,29.1,40,61.2,1,160,285,330,11400,20196,2448,1600,81225,108900,3745.44,64000,23149125,35937000,229220.928,2560000,6597500625,11859210000,14028320.79,102400000,1.88029E+12,3.91354E+12,858533232.6
352,75000,7,3.32,29.1,30,125.25,2,180,330,380,9900,47595,3757.5,900,108900,144400,15687.5625,27000,35937000,54872000,1964867.203,810000,11859210000,20851360000,246099617.2,24300000,3.91354E+12,7.92352E+12,30823977053
353,100000,6,3.32,29.1,20,293.9,5,220,120,170,2400,49963,5878,400,14400,28900,86377.21,8000,1728000,4913000,25386262.02,160000,207360000,835210000,7461022407,3200000,24883200000,1.41986E+11,2.19279E+12
354,70000,8,3.32,29.1,35,340.3,5,160,120,170,4200,57851,11910.5,1225,14400,28900,115804.09,42875,1728000,4913000,39408131.83,1500625,207360000,835210000,13410587261,52521875,24883200000,1.41986E+11,4.56362E+12
355,80000,9,3.32,29.1,20,267.37,4,200,120,170,2400,45452.9,5347.4,400,14400,28900,71486.7169,8000,1728000,4913000,19113403.5,160000,207360000,835210000,5110350693,3200000,24883200000,1.41986E+11,1.36635E+12
356,95000,9,3.32,29.1,20,296.45,5,200,120,170,2400,50396.5,5929,400,14400,28900,87882.6025,8000,1728000,4913000,26052797.51,160000,207360000,835210000,7723351822,3200000,24883200000,1.41986E+11,2.28959E+12
357,90000,9,3.32,29.1,20,328.4,6,200,120,170,2400,55828,6568,400,14400,28900,107846.56,8000,1728000,4913000,35416810.3,160000,207360000,835210000,11630880504,3200000,24883200000,1.41986E+11,3.81958E+12
358,40000,7,3.32,29.1,60,271.15,4,100,120,170,7200,46095.5,16269,3600,14400,28900,73522.3225,216000,1728000,4913000,19935577.75,12960000,207360000,835210000,5405531906,777600000,24883200000,1.41986E+11,1.46571E+12
359,55000,6,3.32,29.1,40,260.71,4,140,120,170,4800,44320.7,10428.4,1600,14400,28900,67969.7041,64000,1728000,4913000,17720381.56,2560000,207360000,835210000,4619880675,102400000,24883200000,1.41986E+11,1.20445E+12
360,100000,6,3.32,29.1,20,327.27,7,200,90,140,1800,45817.8,6545.4,400,8100,19600,107105.6529,8000,729000,2744000,35052467.02,160000,65610000,384160000,11471620883,3200000,5904900000,53782400000,3.75432E+12
361,85000,9,3.32,29.1,20,291.29,6,200,90,140,1800,40780.6,5825.8,400,8100,19600,84849.8641,8000,729000,2744000,24715916.91,160000,65610000,384160000,7199499438,3200000,5904900000,53782400000,2.09714E+12
362,105000,9,3.32,29.1,20,339.84,8,200,90,140,1800,47577.6,6796.8,400,8100,19600,115491.2256,8000,729000,2744000,39248538.11,160000,65610000,384160000,13338223191,3200000,5904900000,53782400000,4.53286E+12
363,100000,9,3.32,29.1,20,306.22,6,220,90,140,1800,42870.8,6124.4,400,8100,19600,93770.6884,8000,729000,2744000,28714460.2,160000,65610000,384160000,8792942003,3200000,5904900000,53782400000,2.69257E+12
364,100000,8,3.32,29.1,40,268.07,5,160,90,140,3600,37529.8,10722.8,1600,8100,19600,71861.5249,64000,729000,2744000,19263918.98,2560000,65610000,384160000,5164078761,102400000,5904900000,53782400000,1.38433E+12
365,100000,9,3.32,29.1,20,355.76,7,200,90,140,1800,49806.4,7115.2,400,8100,19600,126565.1776,8000,729000,2744000,45026827.58,160000,65610000,384160000,16018744181,3200000,5904900000,53782400000,5.69883E+12
366,100000,6,3.32,29.1,40,310.04,7,140,90,140,3600,43405.6,12401.6,1600,8100,19600,96124.8016,64000,729000,2744000,29802533.49,2560000,65610000,384160000,9239977483,102400000,5904900000,53782400000,2.86476E+12
367,100000,8,3.32,29.1,40,357.58,7,160,90,140,3600,50061.2,14303.2,1600,8100,19600,127863.4564,64000,729000,2744000,45721414.74,2560000,65610000,384160000,16349063483,102400000,5904900000,53782400000,5.8461E+12
368,100000,9,3.32,29.1,20,306.79,10,200,90,140,1800,42950.6,6135.8,400,8100,19600,94120.1041,8000,729000,2744000,28875106.74,160000,65610000,384160000,8858593996,3200000,5904900000,53782400000,2.71773E+12
369,80000,8,3.32,29.1,40,356.72,11,160,90,140,3600,49940.8,14268.8,1600,8100,19600,127249.1584,64000,729000,2744000,45392319.78,2560000,65610000,384160000,16192348314,102400000,5904900000,53782400000,5.77613E+12
370,65000,8,3.32,29.1,40,244,3,160,90,140,3600,34160,9760,1600,8100,19600,59536,64000,729000,2744000,14526784,2560000,65610000,384160000,3544535296,102400000,5904900000,53782400000,8.64867E+11
371,80000,7,3.32,29.1,30,183.17,4,180,330,380,9900,69604.6,5495.1,900,108900,144400,33551.2489,27000,35937000,54872000,6145582.261,810000,11859210000,20851360000,1125686303,24300000,3.91354E+12,7.92352E+12,2.06192E+11
372,60000,6,3.32,29.1,40,237.61,5,140,120,170,4800,40393.7,9504.4,1600,14400,28900,56458.5121,64000,1728000,4913000,13415107.06,2560000,207360000,835210000,3187563589,102400000,24883200000,1.41986E+11,7.57397E+11
373,60000,6,3.32,29.1,20,157.43,4,200,405,450,8100,70843.5,3148.6,400,164025,202500,24784.2049,8000,66430125,91125000,3901777.377,160000,26904200625,41006250000,614256812.5,3200000,1.08962E+13,1.84528E+13,96702449996
374,60000,7,3.32,29.1,20,203.97,3,200,330,380,6600,77508.6,4079.4,400,108900,144400,41603.7609,8000,35937000,54872000,8485919.111,160000,11859210000,20851360000,1730872921,3200000,3.91354E+12,7.92352E+12,3.53046E+11
375,60000,7,3.32,29.1,30,136.36,1,180,330,380,9900,51816.8,4090.8,900,108900,144400,18594.0496,27000,35937000,54872000,2535484.603,810000,11859210000,20851360000,345738680.5,24300000,3.91354E+12,7.92352E+12,47144926477
376,70000,8,3.32,29.1,40,45.04,1,160,360,410,14400,18466.4,1801.6,1600,129600,168100,2028.6016,64000,46656000,68921000,91368.21606,2560000,16796160000,28257610000,4115224.452,102400000,6.04662E+12,1.15856E+13,185349709.3
377,50000,7,3.32,29.1,50,47.68,2,120,480,300,24000,14304,2384,2500,230400,90000,2273.3824,125000,110592000,27000000,108394.8728,6250000,53084160000,8100000000,5168267.537,312500000,2.54804E+13,2.43E+12,246422996.1
378,80000,7,3.32,29.1,30,79.16,0,180,360,410,10800,32455.6,2374.8,900,129600,168100,6266.3056,27000,46656000,68921000,496040.7513,810000,16796160000,28257610000,39266585.87,24300000,6.04662E+12,1.15856E+13,3108342938
379,40000,7,3.32,29.1,50,112.36,1,100,330,380,16500,42696.8,5618,2500,108900,144400,12624.7696,125000,35937000,54872000,1418519.112,6250000,11859210000,20851360000,159384807.5,312500000,3.91354E+12,7.92352E+12,17908476965
380,100000,7,3.32,29.1,20,82.86,0,220,330,380,6600,31486.8,1657.2,400,108900,144400,6865.7796,8000,35937000,54872000,568898.4977,160000,11859210000,20851360000,47138929.52,3200000,3.91354E+12,7.92352E+12,3905931700
381,70000,8,3.32,29.1,40,93.41,3,160,240,290,9600,27088.9,3736.4,1600,57600,84100,8725.4281,64000,13824000,24389000,815042.2388,2560000,3317760000,7072810000,76133095.53,102400000,7.96262E+11,2.05111E+12,7111592453
382,70000,7,3.32,29.1,30,54.82,0,180,450,500,13500,27410,1644.6,900,202500,250000,3005.2324,27000,91125000,125000000,164746.8402,810000,41006250000,62500000000,9031421.778,24300000,1.84528E+13,3.125E+13,495102541.9
383,85000,9,3.32,29.1,20,82.46,2,200,285,330,5700,27211.8,1649.2,400,81225,108900,6799.6516,8000,23149125,35937000,560699.2709,160000,6597500625,11859210000,46235261.88,3200000,1.88029E+12,3.91354E+12,3812559695
