ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2
497,90000,9,2.5,29.1,20,229.11,4,220,285,330,5700,75606.3,4582.2,400,81225,108900,52491.3921
498,90000,7,2.5,29.1,30,177.55,5,180,480,300,14400,53265,5326.5,900,230400,90000,31524.0025
499,90000,7,2.5,29.1,50,106.47,3,120,525,480,26250,51105.6,5323.5,2500,275625,230400,11335.8609
500,90000,9,2.5,29.1,20,77.01,4,200,360,410,7200,31574.1,1540.2,400,129600,168100,5930.5401
501,105000,7,2.5,29.1,30,87.09,0,180,570,280,17100,24385.2,2612.7,900,324900,78400,7584.6681
502,80000,9,2.5,29.1,20,202.25,5,220,240,290,4800,58652.5,4045,400,57600,84100,40905.0625
503,60000,6,2.5,29.1,40,303.64,11,140,360,410,14400,124492.4,12145.6,1600,129600,168100,92197.2496
504,100000,6,2.5,29.1,20,241.25,11,220,600,450,12000,108562.5,4825,400,360000,202500,58201.5625
505,100000,7,2.5,29.1,20,116.1,0,220,480,300,9600,34830,2322,400,230400,90000,13479.21
506,50000,7,2.5,29.1,50,142.04,2,120,480,300,24000,42612,7102,2500,230400,90000,20175.3616
507,70000,8,2.5,29.1,40,160.8,5,160,360,410,14400,65928,6432,1600,129600,168100,25856.64
508,55000,6,2.5,29.1,40,169.12,2,140,600,450,24000,76104,6764.8,1600,360000,202500,28601.5744
509,55000,8,2.5,29.1,40,115.69,5,160,360,410,14400,47432.9,4627.6,1600,129600,168100,13384.1761
510,80000,7,2.5,29.1,30,126.15,3,180,480,300,14400,37845,3784.5,900,230400,90000,15913.8225
511,90000,9,2.5,29.1,20,213.46,16,200,285,330,5700,70441.8,4269.2,400,81225,108900,45565.1716
512,75000,7,2.5,29.1,30,104,3,180,480,300,14400,31200,3120,900,230400,90000,10816
513,75000,7,2.5,29.1,30,212.21,16,180,450,500,13500,106105,6366.3,900,202500,250000,45033.0841
514,95000,7,2.5,29.1,30,76.69,0,180,525,480,15750,36811.2,2300.7,900,275625,230400,5881.3561
515,55000,6,2.5,29.1,40,99.01,0,140,690,500,27600,49505,3960.4,1600,476100,250000,9802.9801
516,85000,9,2.5,29.1,20,260,2,200,285,330,5700,85800,5200,400,81225,108900,67600
517,70000,8,2.5,29.1,40,46.01,4,160,480,300,19200,13803,1840.4,1600,230400,90000,2116.9201
518,70000,8,2.5,29.1,40,105.91,9,160,360,410,14400,43423.1,4236.4,1600,129600,168100,11216.9281
519,90000,9,2.5,29.1,20,129.99,4,200,285,330,5700,42896.7,2599.8,400,81225,108900,16897.4001
520,50000,6,2.5,29.1,40,151.17,2,140,600,450,24000,68026.5,6046.8,1600,360000,202500,22852.3689
521,55000,7,2.5,29.1,40,78.6,2,140,570,280,22800,22008,3144,1600,324900,78400,6177.96
522,95000,9,2.5,29.1,20,148.5,1,200,285,330,5700,49005,2970,400,81225,108900,22052.25
523,80000,7,2.5,29.1,30,158.9,6,180,450,500,13500,79450,4767,900,202500,250000,25249.21
524,95000,9,2.5,29.1,20,208.24,11,200,240,290,4800,60389.6,4164.8,400,57600,84100,43363.8976
525,55000,6,2.5,29.1,40,99.41,0,140,720,380,28800,37775.8,3976.4,1600,518400,144400,9882.3481
526,40000,7,2.5,29.1,60,160.25,0,100,450,500,27000,80125,9615,3600,202500,250000,25680.0625
527,105000,9,2.5,29.1,20,220.51,5,200,240,290,4800,63947.9,4410.2,400,57600,84100,48624.6601
528,90000,9,2.5,29.1,20,149.91,3,200,285,330,5700,49470.3,2998.2,400,81225,108900,22473.0081
529,40000,7,2.5,29.1,60,78.23,1,100,570,280,34200,21904.4,4693.8,3600,324900,78400,6119.9329
530,100000,9,2.5,29.1,35,47.17,1,220,405,450,14175,21226.5,1650.95,1225,164025,202500,2225.0089
531,65000,8,2.5,29.1,40,147.96,3,160,330,380,13200,56224.8,5918.4,1600,108900,144400,21892.1616
532,65000,8,2.5,29.1,40,87.37,5,140,450,500,18000,43685,3494.8,1600,202500,250000,7633.5169
533,65000,6,2.5,29.1,20,89.27,1,200,765,280,15300,24995.6,1785.4,400,585225,78400,7969.1329
534,65000,7,2.5,29.1,30,208.89,6,180,405,450,12150,94000.5,6266.7,900,164025,202500,43635.0321
535,65000,9,2.5,29.1,50,213.78,4,200,240,290,12000,61996.2,10689,2500,57600,84100,45701.8884
536,80000,7,2.5,29.1,30,229.31,6,180,360,410,10800,94017.1,6879.3,900,129600,168100,52583.0761
537,90000,9,2.5,29.1,20,152.74,3,200,285,330,5700,50404.2,3054.8,400,81225,108900,23329.5076
538,95000,9,2.5,29.1,20,185.98,2,200,240,290,4800,53934.2,3719.6,400,57600,84100,34588.5604
539,100000,7,2.5,29.1,20,143.68,2,220,450,500,9000,71840,2873.6,400,202500,250000,20643.9424
540,95000,9,2.5,29.1,20,88.51,1,200,360,410,7200,36289.1,1770.2,400,129600,168100,7834.0201
541,95000,6,2.5,29.1,40,126.57,1,140,600,450,24000,56956.5,5062.8,1600,360000,202500,16019.9649
542,95000,7,2.5,29.1,30,295.1,6,180,450,500,13500,147550,8853,900,202500,250000,87084.01
543,95000,7,2.5,29.1,60,202.06,5,100,450,500,27000,101030,12123.6,3600,202500,250000,40828.2436
544,100000,7,2.5,29.1,20,295.43,7,220,405,450,8100,132943.5,5908.6,400,164025,202500,87278.8849
545,40000,7,2.5,29.1,60,310.11,1,100,360,410,21600,127145.1,18606.6,3600,129600,168100,96168.2121
546,60000,6,2.5,29.1,40,233.14,3,140,600,450,24000,104913,9325.6,1600,360000,202500,54354.2596
547,50000,7,2.5,29.1,50,187.78,3,120,450,500,22500,93890,9389,2500,202500,250000,35261.3284
548,50000,7,2.5,29.1,50,308.1,5,120,285,330,14250,101673,15405,2500,81225,108900,94925.61
549,90000,9,2.5,29.1,20,344.48,4,200,165,210,3300,72340.8,6889.6,400,27225,44100,118666.4704
550,55000,6,2.5,29.1,40,339.53,0,140,360,410,14400,139207.3,13581.2,1600,129600,168100,115280.6209
551,55000,6,2.5,29.1,40,304.31,1,140,360,410,14400,124767.1,12172.4,1600,129600,168100,92604.5761
552,55000,8,2.5,29.1,40,204.79,3,160,285,330,11400,67580.7,8191.6,1600,81225,108900,41938.9441
553,55000,9,2.5,29.1,20,290.72,6,200,210,260,4200,75587.2,5814.4,400,44100,67600,84518.1184
554,55000,7,2.5,29.1,30,132.7,3,180,450,500,13500,66350,3981,900,202500,250000,17609.29
555,55000,6,2.5,29.1,40,121.75,1,140,600,450,24000,54787.5,4870,1600,360000,202500,14823.0625
556,55000,7,2.5,29.1,30,195.01,3,180,360,410,10800,79954.1,5850.3,900,129600,168100,38028.9001
557,55000,7,2.5,29.1,50,149.6,0,120,360,410,18000,61336,7480,2500,129600,168100,22380.16
558,60000,6,2.5,29.1,40,410.67,5,140,285,330,11400,135521.1,16426.8,1600,81225,108900,168649.8489
559,85000,9,2.5,29.1,20,320.65,6,200,165,210,3300,67336.5,6413,400,27225,44100,102816.4225
560,90000,9,2.5,29.1,20,406.23,9,200,90,140,1800,56872.2,8124.6,400,8100,19600,165022.8129
561,100000,7,2.5,29.1,30,546.36,7,180,165,210,4950,114735.6,16390.8,900,27225,44100,298509.2496
562,55000,6,2.5,29.1,40,60.21,2,140,765,280,30600,16858.8,2408.4,1600,585225,78400,3625.2441
563,65000,8,2.5,29.1,40,73.35,3,160,405,450,16200,33007.5,2934,1600,164025,202500,5380.2225
564,85000,6,2.5,29.1,40,113.15,6,140,600,450,24000,50917.5,4526,1600,360000,202500,12802.9225
565,105000,7,2.5,29.1,20,81.22,4,200,570,280,11400,22741.6,1624.4,400,324900,78400,6596.6884
566,75000,7,2.5,29.1,30,80.75,3,180,570,280,17100,22610,2422.5,900,324900,78400,6520.5625
567,90000,9,2.5,29.1,20,229.03,6,200,285,330,5700,75579.9,4580.6,400,81225,108900,52454.7409
568,55000,6,2.5,29.1,40,471.35,10,140,285,330,11400,155545.5,18854,1600,81225,108900,222170.8225
569,70000,8,2.5,29.1,35,390.93,5,160,120,170,4200,66458.1,13682.55,1225,14400,28900,152826.2649
570,70000,8,2.5,29.1,40,429.75,11,160,120,170,4800,73057.5,17190,1600,14400,28900,184685.0625
571,40000,7,2.5,29.1,60,312.82,3,100,285,330,17100,103230.6,18769.2,3600,81225,108900,97856.3524
572,55000,7,2.5,29.1,30,319.86,10,180,285,330,8550,105553.8,9595.8,900,81225,108900,102310.4196
573,70000,8,2.5,29.1,40,481.27,8,160,120,170,4800,81815.9,19250.8,1600,14400,28900,231620.8129
574,80000,7,2.5,29.1,30,373.61,7,180,210,260,6300,97138.6,11208.3,900,44100,67600,139584.4321
575,75000,7,2.5,29.1,30,152.08,2,180,450,500,13500,76040,4562.4,900,202500,250000,23128.3264
576,105000,7,2.5,29.1,20,178.19,7,200,405,450,8100,80185.5,3563.8,400,164025,202500,31751.6761
577,80000,7,2.5,29.1,30,240.05,8,180,405,450,12150,108022.5,7201.5,900,164025,202500,57624.0025
578,95000,8,2.5,29.1,40,262.49,6,160,285,330,11400,86621.7,10499.6,1600,81225,108900,68901.0001
579,70000,8,2.5,29.1,40,394.87,9,160,165,210,6600,82922.7,15794.8,1600,27225,44100,155922.3169
580,50000,7,2.5,29.1,50,365.17,1,120,210,260,10500,94944.2,18258.5,2500,44100,67600,133349.1289
581,65000,8,2.5,29.1,45,183.36,4,160,360,410,16200,75177.6,8251.2,2025,129600,168100,33620.8896
582,95000,9,2.5,29.1,20,227.27,5,200,285,330,5700,74999.1,4545.4,400,81225,108900,51651.6529
583,90000,9,2.5,29.1,20,253.12,4,200,240,290,4800,73404.8,5062.4,400,57600,84100,64069.7344
584,95000,6,2.5,29.1,40,86.93,0,140,765,280,30600,24340.4,3477.2,1600,585225,78400,7556.8249
585,45000,6,2.5,29.1,40,90.43,5,140,720,380,28800,34363.4,3617.2,1600,518400,144400,8177.5849
586,60000,6,2.5,29.1,40,174.18,4,140,600,450,24000,78381,6967.2,1600,360000,202500,30338.6724
587,80000,7,2.5,29.1,30,217.86,9,180,450,500,13500,108930,6535.8,900,202500,250000,47462.9796
588,85000,9,2.5,29.1,20,280.06,11,200,240,290,4800,81217.4,5601.2,400,57600,84100,78433.6036
589,60000,6,2.5,29.1,40,168.05,1,140,570,280,22800,47054,6722,1600,324900,78400,28240.8025
590,85000,6,2.5,29.1,40,336.01,7,140,360,410,14400,137764.1,13440.4,1600,129600,168100,112902.7201
591,60000,6,2.5,29.1,40,391.66,11,140,285,330,11400,129247.8,15666.4,1600,81225,108900,153397.5556
592,60000,6,2.5,29.1,40,470.12,7,140,285,330,11400,155139.6,18804.8,1600,81225,108900,221012.8144
593,60000,6,2.5,29.1,40,505.18,5,140,210,260,8400,131346.8,20207.2,1600,44100,67600,255206.8324
594,60000,8,2.5,29.1,40,523.07,4,160,90,140,3600,73229.8,20922.8,1600,8100,19600,273602.2249
595,60000,7,2.5,29.1,60,419,12,100,165,210,9900,87990,25140,3600,27225,44100,175561
596,60000,8,2.5,29.1,40,507.63,17,160,120,170,4800,86297.1,20305.2,1600,14400,28900,257688.2169
597,60000,8,2.5,29.1,40,348.3,8,160,165,210,6600,73143,13932,1600,27225,44100,121312.89
598,60000,7,2.5,29.1,30,345.61,2,180,240,290,7200,100226.9,10368.3,900,57600,84100,119446.2721
599,65000,8,2.5,29.1,40,274.9,1,160,285,330,11400,90717,10996,1600,81225,108900,75570.01
600,65000,8,2.5,29.1,40,167.6,3,160,360,410,14400,68716,6704,1600,129600,168100,28089.76
601,95000,9,2.5,29.1,20,292.36,3,200,240,290,4800,84784.4,5847.2,400,57600,84100,85474.3696
602,95000,9,2.5,29.1,20,383.94,5,200,120,170,2400,65269.8,7678.8,400,14400,28900,147409.9236
603,95000,9,2.5,29.1,20,357.19,12,220,120,170,2400,60722.3,7143.8,400,14400,28900,127584.6961
604,70000,8,2.5,29.1,40,291.78,6,160,285,330,11400,96287.4,11671.2,1600,81225,108900,85135.5684
605,70000,7,2.5,29.1,30,367.35,8,180,210,260,6300,95511,11020.5,900,44100,67600,134946.0225
606,65000,8,2.5,29.1,40,253.65,6,160,165,210,6600,53266.5,10146,1600,27225,44100,64338.3225
607,90000,9,2.5,29.1,20,281.83,3,200,120,170,2400,47911.1,5636.6,400,14400,28900,79428.1489
608,90000,9,2.5,29.1,20,273.75,5,200,120,170,2400,46537.5,5475,400,14400,28900,74939.0625
609,40000,7,2.5,29.1,60,300.83,10,100,165,210,9900,63174.3,18049.8,3600,27225,44100,90498.6889
610,105000,7,2.5,29.1,50,349.21,5,200,165,210,8250,73334.1,17460.5,2500,27225,44100,121947.6241
611,40000,7,2.5,29.1,60,426.48,4,100,120,170,7200,72501.6,25588.8,3600,14400,28900,181885.1904
612,80000,7,2.5,29.1,30,429.36,4,180,120,170,3600,72991.2,12880.8,900,14400,28900,184350.0096
613,95000,6,2.5,29.1,40,392.21,12,140,210,260,8400,101974.6,15688.4,1600,44100,67600,153828.6841
614,50000,7,2.5,29.1,50,342.53,4,120,165,210,8250,71931.3,17126.5,2500,27225,44100,117326.8009
615,45000,7,2.5,29.1,40,391.09,10,140,120,170,4800,66485.3,15643.6,1600,14400,28900,152951.3881
616,40000,7,2.5,29.1,60,278.71,0,100,210,260,12600,72464.6,16722.6,3600,44100,67600,77679.2641
617,90000,9,2.5,29.1,20,212.95,5,200,120,170,2400,36201.5,4259,400,14400,28900,45347.7025
618,45000,6,2.5,29.1,40,278.63,5,140,285,330,11400,91947.9,11145.2,1600,81225,108900,77634.6769
619,60000,9,2.5,29.1,20,323.54,4,200,120,170,2400,55001.8,6470.8,400,14400,28900,104678.1316
620,45000,6,2.5,29.1,40,421.23,8,140,285,330,11400,139005.9,16849.2,1600,81225,108900,177434.7129
621,45000,9,2.5,29.1,35,345.01,6,140,120,170,4200,58651.7,12075.35,1225,14400,28900,119031.9001
622,60000,7,2.5,29.1,30,308.52,4,180,240,290,7200,89470.8,9255.6,900,57600,84100,95184.5904
623,105000,7,2.5,29.1,20,401.4,8,200,645,400,12900,160560,8028,400,416025,160000,161121.96
624,55000,6,2.5,29.1,40,326.7,8,140,285,330,11400,107811,13068,1600,81225,108900,106732.89
625,50000,7,2.5,29.1,50,417.54,9,120,165,210,8250,87683.4,20877,2500,27225,44100,174339.6516
626,105000,7,2.5,29.1,20,127,3,220,645,400,12900,50800,2540,400,416025,160000,16129
627,50000,7,2.5,29.1,50,36.24,1,120,165,210,8250,7610.4,1812,2500,27225,44100,1313.3376
628,70000,8,2.5,29.1,40,103.09,2,160,165,210,6600,21648.9,4123.6,1600,27225,44100,10627.5481
629,40000,7,2.5,29.1,60,189.31,6,100,120,170,7200,32182.7,11358.6,3600,14400,28900,35838.2761
630,80000,7,2.5,29.1,30,200.46,5,180,285,330,8550,66151.8,6013.8,900,81225,108900,40184.2116
631,90000,9,2.5,29.1,20,175.82,5,200,405,450,8100,79119,3516.4,400,164025,202500,30912.6724
632,100000,6,2.5,29.1,20,94.83,0,220,840,550,16800,52156.5,1896.6,400,705600,302500,8992.7289
633,55000,6,2.5,29.1,40,50.16,2,140,285,330,11400,16552.8,2006.4,1600,81225,108900,2516.0256
634,50000,7,2.5,29.1,30,83.76,2,180,285,330,8550,27640.8,2512.8,900,81225,108900,7015.7376
635,80000,7,2.5,29.1,30,57.94,0,180,285,330,8550,19120.2,1738.2,900,81225,108900,3357.0436
636,80000,9,2.5,29.1,20,131.03,1,200,330,380,6600,49791.4,2620.6,400,108900,144400,17168.8609
637,80000,6,2.5,29.1,20,143.89,3,200,765,280,15300,40289.2,2877.8,400,585225,78400,20704.3321
638,80000,6,2.5,29.1,40,167.29,6,140,285,330,11400,55205.7,6691.6,1600,81225,108900,27985.9441
639,80000,7,2.5,29.1,30,124.33,2,180,285,330,8550,41028.9,3729.9,900,81225,108900,15457.9489
640,80000,8,2.5,29.1,40,64.5,2,160,165,210,6600,13545,2580,1600,27225,44100,4160.25
641,80000,9,2.5,29.1,20,23,1,200,330,380,6600,8740,460,400,108900,144400,529
642,80000,8,2.5,29.1,40,136.74,0,160,165,210,6600,28715.4,5469.6,1600,27225,44100,18697.8276
643,60000,6,2.5,29.1,40,224.61,1,140,285,330,11400,74121.3,8984.4,1600,81225,108900,50449.6521
644,60000,6,2.5,29.1,40,434.95,8,140,285,330,11400,143533.5,17398,1600,81225,108900,189181.5025
645,105000,9,2.5,29.1,20,446.16,1,200,330,380,6600,169540.8,8923.2,400,108900,144400,199058.7456
646,95000,9,2.5,29.1,20,586.78,5,220,330,380,6600,222976.4,11735.6,400,108900,144400,344310.7684
647,45000,6,2.5,29.1,40,485.49,3,140,285,330,11400,160211.7,19419.6,1600,81225,108900,235700.5401
648,45000,6,2.5,29.1,40,137.41,0,140,285,330,11400,45345.3,5496.4,1600,81225,108900,18881.5081
649,50000,9,2.5,29.1,40,207.52,1,140,120,170,4800,35278.4,8300.8,1600,14400,28900,43064.5504
650,105000,7,2.5,29.1,20,148.22,0,200,645,400,12900,59288,2964.4,400,416025,160000,21969.1684
651,100000,6,2.5,29.1,20,135.03,3,220,720,380,14400,51311.4,2700.6,400,518400,144400,18233.1009
652,65000,8,2.5,29.1,20,234.05,4,160,450,500,9000,117025,4681,400,202500,250000,54779.4025
653,100000,7,2.5,29.1,30,85.23,1,180,285,330,8550,28125.9,2556.9,900,81225,108900,7264.1529
654,105000,9,2.5,29.1,20,154.39,3,200,330,380,6600,58668.2,3087.8,400,108900,144400,23836.2721
655,40000,7,2.5,29.1,60,254.33,7,100,120,170,7200,43236.1,15259.8,3600,14400,28900,64683.7489
656,80000,7,2.5,29.1,30,245.8,7,180,285,330,8550,81114,7374,900,81225,108900,60417.64
657,105000,9,2.5,29.1,20,254.47,5,200,360,410,7200,104332.7,5089.4,400,129600,168100,64754.9809
658,65000,8,2.5,29.1,40,327.07,3,160,165,210,6600,68684.7,13082.8,1600,27225,44100,106974.7849
659,65000,8,2.5,29.1,40,308.87,2,160,165,210,6600,64862.7,12354.8,1600,27225,44100,95400.6769
660,65000,8,2.5,29.1,20,364.97,4,140,450,500,9000,182485,7299.4,400,202500,250000,133203.1009
661,65000,9,2.5,29.1,20,382.93,4,200,330,380,6600,145513.4,7658.6,400,108900,144400,146635.3849
662,65000,7,2.5,29.1,50,339.04,2,120,165,210,8250,71198.4,16952,2500,27225,44100,114948.1216
663,65000,6,2.5,29.1,40,234.48,3,140,285,330,11400,77378.4,9379.2,1600,81225,108900,54980.8704
664,65000,9,2.5,29.1,20,92.02,2,200,330,380,6600,34967.6,1840.4,400,108900,144400,8467.6804
665,65000,7,2.5,29.1,30,156.32,3,180,285,330,8550,51585.6,4689.6,900,81225,108900,24435.9424
666,100000,9,2.5,29.1,20,71.17,1,220,330,380,6600,27044.6,1423.4,400,108900,144400,5065.1689
667,55000,9,2.5,29.1,20,155.79,8,200,360,410,7200,63873.9,3115.8,400,129600,168100,24270.5241
668,100000,9,2.5,29.1,20,89.84,3,220,360,410,7200,36834.4,1796.8,400,129600,168100,8071.2256
669,75000,7,2.5,29.1,30,137.75,4,180,285,330,8550,45457.5,4132.5,900,81225,108900,18975.0625
670,80000,7,2.5,29.1,30,180.25,4,180,285,330,8550,59482.5,5407.5,900,81225,108900,32490.0625
671,105000,9,2.5,29.1,20,259.33,8,200,330,380,6600,98545.4,5186.6,400,108900,144400,67252.0489
672,95000,9,2.5,29.1,20,336.03,9,200,360,410,7200,137772.3,6720.6,400,129600,168100,112916.1609
673,75000,7,2.5,29.1,30,106.98,0,180,285,330,8550,35303.4,3209.4,900,81225,108900,11444.7204
674,40000,7,2.5,29.1,60,211.48,6,100,120,170,7200,35951.6,12688.8,3600,14400,28900,44723.7904
675,70000,9,2.5,29.1,20,322.91,13,200,360,410,7200,132393.1,6458.2,400,129600,168100,104270.8681
676,40000,7,2.5,29.1,60,297.43,4,100,120,170,7200,50563.1,17845.8,3600,14400,28900,88464.6049
677,70000,8,2.5,29.1,40,375.95,6,160,165,210,6600,78949.5,15038,1600,27225,44100,141338.4025
678,105000,9,2.5,29.1,20,252.17,3,200,330,380,6600,95824.6,5043.4,400,108900,144400,63589.7089
679,50000,7,2.5,29.1,50,406.12,8,120,165,210,8250,85285.2,20306,2500,27225,44100,164933.4544
680,65000,8,2.5,29.1,50,418.08,8,160,165,210,8250,87796.8,20904,2500,27225,44100,174790.8864
681,95000,9,2.5,29.1,20,378.08,13,200,330,380,6600,143670.4,7561.6,400,108900,144400,142944.4864
682,40000,6,2.5,29.1,40,388.6,5,140,285,330,11400,128238,15544,1600,81225,108900,151009.96
683,70000,8,2.5,29.1,40,644.24,3,160,165,210,6600,135290.4,25769.6,1600,27225,44100,415045.1776
684,70000,9,2.5,29.1,20,619.08,0,200,330,380,6600,235250.4,12381.6,400,108900,144400,383260.0464
685,70000,9,2.5,29.1,35,421.46,5,200,210,260,7350,109579.6,14751.1,1225,44100,67600,177628.5316
686,70000,9,2.5,29.1,20,538.35,4,220,330,380,6600,204573,10767,400,108900,144400,289820.7225
687,70000,9,2.5,29.1,20,531.98,9,200,360,410,7200,218111.8,10639.6,400,129600,168100,283002.7204
688,70000,7,2.5,29.1,20,616.76,6,220,450,500,9000,308380,12335.2,400,202500,250000,380392.8976
689,70000,8,2.5,29.1,40,736.77,1,160,165,210,6600,154721.7,29470.8,1600,27225,44100,542830.0329
690,45000,6,2.5,29.1,40,640.86,15,140,285,330,11400,211483.8,25634.4,1600,81225,108900,410701.5396
691,50000,7,2.5,29.1,50,401.31,15,120,165,210,8250,84275.1,20065.5,2500,27225,44100,161049.7161
692,100000,6,2.5,29.1,20,434.63,8,220,690,500,13800,217315,8692.6,400,476100,250000,188903.2369
693,40000,7,2.5,29.1,60,393.39,11,100,120,170,7200,66876.3,23603.4,3600,14400,28900,154755.6921
694,70000,8,2.5,29.1,40,428.78,9,160,165,210,6600,90043.8,17151.2,1600,27225,44100,183852.2884
695,50000,7,2.5,29.1,40,416.48,7,140,210,260,8400,108284.8,16659.2,1600,44100,67600,173455.5904
696,50000,7,2.5,29.1,50,482.9,13,120,165,210,8250,101409,24145,2500,27225,44100,233192.41
697,50000,7,2.5,29.1,50,515.38,16,120,165,210,8250,108229.8,25769,2500,27225,44100,265616.5444
698,45000,6,2.5,29.1,40,644.1,16,140,285,330,11400,212553,25764,1600,81225,108900,414864.81
699,105000,6,2.5,29.1,20,560.29,14,200,690,500,13800,280145,11205.8,400,476100,250000,313924.8841
700,85000,9,2.5,29.1,20,507.99,10,200,360,410,7200,208275.9,10159.8,400,129600,168100,258053.8401
701,65000,8,2.5,29.1,40,39.96,1,160,165,210,6600,8391.6,1598.4,1600,27225,44100,1596.8016
702,60000,6,2.5,29.1,40,84.58,2,140,285,330,11400,27911.4,3383.2,1600,81225,108900,7153.7764
703,60000,7,2.5,29.1,30,130.18,2,180,285,330,8550,42959.4,3905.4,900,81225,108900,16946.8324
704,60000,8,2.5,29.1,40,108.71,2,140,120,170,4800,18480.7,4348.4,1600,14400,28900,11817.8641
705,60000,9,2.5,29.1,20,53.85,5,200,360,410,7200,22078.5,1077,400,129600,168100,2899.8225
706,60000,7,2.5,29.1,50,105.65,9,120,165,210,8250,22186.5,5282.5,2500,27225,44100,11161.9225
707,60000,7,2.5,29.1,50,162.2,12,120,165,210,8250,34062,8110,2500,27225,44100,26308.84
708,60000,6,2.5,29.1,40,86.03,2,140,285,330,11400,28389.9,3441.2,1600,81225,108900,7401.1609
709,85000,9,2.5,29.1,20,171.35,7,200,360,410,7200,70253.5,3427,400,129600,168100,29360.8225
710,55000,9,2.5,29.1,20,173.42,4,220,360,410,7200,71102.2,3468.4,400,129600,168100,30074.4964
711,100000,9,2.5,29.1,20,194.1,2,220,360,410,7200,79581,3882,400,129600,168100,37674.81
712,60000,6,2.5,29.1,40,241.66,7,140,285,330,11400,79747.8,9666.4,1600,81225,108900,58399.5556
713,90000,9,2.5,29.1,20,279.87,9,200,360,410,7200,114746.7,5597.4,400,129600,168100,78327.2169
714,60000,6,2.5,29.1,50,194,5,140,285,330,14250,64020,9700,2500,81225,108900,37636
715,105000,9,2.5,29.1,20,258.7,8,200,330,380,6600,98306,5174,400,108900,144400,66925.69
716,55000,9,2.5,29.1,20,189.74,5,200,330,380,6600,72101.2,3794.8,400,108900,144400,36001.2676
717,90000,9,2.5,29.1,20,80.6,1,200,330,380,6600,30628,1612,400,108900,144400,6496.36
718,40000,6,2.5,29.1,40,35.13,1,140,285,330,11400,11592.9,1405.2,1600,81225,108900,1234.1169
719,45000,6,2.5,29.1,40,110.32,1,140,285,330,11400,36405.6,4412.8,1600,81225,108900,12170.5024
720,45000,9,2.5,29.1,20,115.52,1,200,330,380,6600,43897.6,2310.4,400,108900,144400,13344.8704
721,45000,7,2.5,29.1,30,165.68,4,180,285,330,8550,54674.4,4970.4,900,81225,108900,27449.8624
722,45000,7,2.5,29.1,60,263.22,2,100,120,170,7200,44747.4,15793.2,3600,14400,28900,69284.7684
723,45000,7,2.5,29.1,20,312.29,4,220,525,480,10500,149899.2,6245.8,400,275625,230400,97525.0441
724,45000,9,2.5,29.1,20,249.01,2,200,210,260,4200,64742.6,4980.2,400,44100,67600,62005.9801
725,55000,6,2.5,29.1,60,259.12,3,140,210,260,12600,67371.2,15547.2,3600,44100,67600,67143.1744
726,70000,8,2.5,29.1,40,200.08,4,160,165,210,6600,42016.8,8003.2,1600,27225,44100,40032.0064
727,75000,7,2.5,29.1,50,150.44,7,120,165,210,8250,31592.4,7522,2500,27225,44100,22632.1936
728,60000,6,2.5,29.1,40,78.64,5,140,285,330,11400,25951.2,3145.6,1600,81225,108900,6184.2496
729,70000,8,2.5,29.1,40,244.14,2,160,165,210,6600,51269.4,9765.6,1600,27225,44100,59604.3396
730,95000,9,2.5,29.1,20,269.22,0,200,360,410,7200,110380.2,5384.4,400,129600,168100,72479.4084
731,95000,7,2.5,29.1,30,282.78,14,180,285,330,8550,93317.4,8483.4,900,81225,108900,79964.5284
732,95000,7,2.5,29.1,30,339.24,0,180,285,330,8550,111949.2,10177.2,900,81225,108900,115083.7776
733,40000,7,2.5,29.1,60,320.98,15,100,120,170,7200,54566.6,19258.8,3600,14400,28900,103028.1604
734,60000,6,2.5,29.1,40,299.29,0,140,285,330,11400,98765.7,11971.6,1600,81225,108900,89574.5041
735,65000,8,2.5,29.1,40,300.2,8,160,165,210,6600,63042,12008,1600,27225,44100,90120.04
736,40000,7,2.5,29.1,60,282.4,2,100,120,170,7200,48008,16944,3600,14400,28900,79749.76
737,70000,8,2.5,29.1,40,254.61,2,160,165,210,6600,53468.1,10184.4,1600,27225,44100,64826.2521
738,80000,7,2.5,29.1,30,275.15,4,180,285,330,8550,90799.5,8254.5,900,81225,108900,75707.5225
739,45000,6,2.5,29.1,40,210.09,3,140,285,330,11400,69329.7,8403.6,1600,81225,108900,44137.8081
740,50000,7,2.5,29.1,50,217.52,5,120,165,210,8250,45679.2,10876,2500,27225,44100,47314.9504
741,105000,7,2.5,29.1,20,329.16,10,200,570,280,11400,92164.8,6583.2,400,324900,78400,108346.3056
742,105000,7,2.5,29.1,30,251.48,2,180,285,330,8550,82988.4,7544.4,900,81225,108900,63242.1904
743,105000,6,2.5,29.1,40,196.02,4,140,285,330,11400,64686.6,7840.8,1600,81225,108900,38423.8404
744,85000,9,2.5,29.1,20,175.97,1,200,360,410,7200,72147.7,3519.4,400,129600,168100,30965.4409
745,85000,9,2.5,29.1,20,208.24,1,200,360,410,7200,85378.4,4164.8,400,129600,168100,43363.8976
746,85000,9,2.5,29.1,20,150.44,3,200,405,450,8100,67698,3008.8,400,164025,202500,22632.1936
747,85000,9,2.5,29.1,20,138.22,2,200,360,410,7200,56670.2,2764.4,400,129600,168100,19104.7684
