ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2
999,95000,9,2.5,29.1,20,542.37,10,200,210,260,4200,141016.2,10847.4,400,44100,67600,294165.2169
1000,50000,7,2.5,29.1,50,349.41,7,120,165,210,8250,73376.1,17470.5,2500,27225,44100,122087.3481
1001,60000,6,2.5,29.1,40,89.81,1,140,285,330,11400,29637.3,3592.4,1600,81225,108900,8065.8361
1002,55000,9,2.5,29.1,20,127.12,3,220,210,260,4200,33051.2,2542.4,400,44100,67600,16159.4944
1003,40000,7,2.5,29.1,60,155.24,1,100,280,330,16800,51229.2,9314.4,3600,78400,108900,24099.4576
1004,40000,7,2.5,29.1,60,230.2,6,100,120,170,7200,39134,13812,3600,14400,28900,52992.04
1005,105000,9,2.5,29.1,20,190.37,10,200,180,230,3600,43785.1,3807.4,400,32400,52900,36240.7369
1006,85000,9,2.5,29.1,20,195.8,3,200,330,380,6600,74404,3916,400,108900,144400,38337.64
1007,100000,7,2.5,29.1,20,190.34,9,220,480,300,9600,57102,3806.8,400,230400,90000,36229.3156
1008,100000,9,2.5,29.1,20,113.44,14,220,285,330,5700,37435.2,2268.8,400,81225,108900,12868.6336
1009,85000,9,2.5,29.1,40,186.42,2,200,210,260,8400,48469.2,7456.8,1600,44100,67600,34752.4164
1010,105000,9,2.5,29.1,20,82.46,2,200,330,380,6600,31334.8,1649.2,400,108900,144400,6799.6516
1011,50000,7,2.5,29.1,50,156.71,6,120,120,170,6000,26640.7,7835.5,2500,14400,28900,24558.0241
1012,60000,6,2.5,29.1,40,218.08,8,140,285,330,11400,71966.4,8723.2,1600,81225,108900,47558.8864
1013,105000,9,2.5,29.1,20,166.4,4,200,150,200,3000,33280,3328,400,22500,40000,27688.96
1014,95000,9,2.5,29.1,20,133.65,1,200,330,380,6600,50787,2673,400,108900,144400,17862.3225
1015,85000,9,2.5,29.1,20,107.87,3,200,285,330,5700,35597.1,2157.4,400,81225,108900,11635.9369
1016,100000,9,2.5,29.1,20,78.26,3,220,330,380,6600,29738.8,1565.2,400,108900,144400,6124.6276
1017,75000,7,2.5,29.1,30,124.53,7,180,285,330,8550,41094.9,3735.9,900,81225,108900,15507.7209
1018,90000,9,2.5,29.1,20,127.53,4,200,200,250,4000,31882.5,2550.6,400,40000,62500,16263.9009
1019,45000,6,2.5,29.1,40,156.59,12,140,285,330,11400,51674.7,6263.6,1600,81225,108900,24520.4281
1020,65000,8,2.5,29.1,20,81.02,3,160,405,450,8100,36459,1620.4,400,164025,202500,6564.2404
1021,65000,8,2.5,29.1,40,47.01,3,160,165,210,6600,9872.1,1880.4,1600,27225,44100,2209.9401
1022,85000,9,2.5,29.1,20,77.16,3,200,285,330,5700,25462.8,1543.2,400,81225,108900,5953.6656
1023,105000,9,2.5,29.1,20,86,0,200,360,410,7200,35260,1720,400,129600,168100,7396
1024,50000,7,2.5,29.1,50,170.11,10,120,165,210,8250,35723.1,8505.5,2500,27225,44100,28937.4121
1025,50000,9,2.5,29.1,20,104.81,6,220,360,410,7200,42972.1,2096.2,400,129600,168100,10985.1361
1026,50000,7,2.5,29.1,60,79.16,3,100,120,170,7200,13457.2,4749.6,3600,14400,28900,6266.3056
1027,50000,7,2.5,29.1,50,158.86,15,120,165,210,8250,33360.6,7943,2500,27225,44100,25236.4996
1028,70000,8,2.5,29.1,40,113.6,5,160,165,210,6600,23856,4544,1600,27225,44100,12904.96
1029,100000,9,2.5,29.1,20,69.66,1,220,210,260,4200,18111.6,1393.2,400,44100,67600,4852.5156
1030,100000,9,2.5,29.1,20,141.43,2,220,210,260,4200,36771.8,2828.6,400,44100,67600,20002.4449
1031,40000,7,2.5,29.1,60,133.6,3,100,120,170,7200,22712,8016,3600,14400,28900,17848.96
1032,55000,6,2.5,29.1,40,182.92,9,140,285,330,11400,60363.6,7316.8,1600,81225,108900,33459.7264
1033,40000,7,2.5,29.1,60,138.5,11,100,120,170,7200,23545,8310,3600,14400,28900,19182.25
1034,40000,6,2.5,29.1,40,76.58,1,140,300,350,12000,26803,3063.2,1600,90000,122500,5864.4964
1035,40000,6,2.5,29.1,40,46.62,0,140,285,330,11400,15384.6,1864.8,1600,81225,108900,2173.4244
1036,45000,6,2.5,29.1,40,114.34,3,140,180,230,7200,26298.2,4573.6,1600,32400,52900,13073.6356
1037,75000,7,2.5,29.1,30,49.48,0,180,285,330,8550,16328.4,1484.4,900,81225,108900,2448.2704
1038,55000,6,2.5,29.1,40,143.54,7,140,285,330,11400,47368.2,5741.6,1600,81225,108900,20603.7316
1039,50000,7,2.5,29.1,50,85.01,3,120,165,210,8250,17852.1,4250.5,2500,27225,44100,7226.7001
1040,60000,6,2.5,29.1,40,156.01,9,140,200,250,8000,39002.5,6240.4,1600,40000,62500,24339.1201
1041,45000,6,2.5,29.1,40,101.91,5,140,285,330,11400,33630.3,4076.4,1600,81225,108900,10385.6481
1042,60000,6,2.5,29.1,40,92.89,4,140,285,330,11400,30653.7,3715.6,1600,81225,108900,8628.5521
1043,80000,7,2.5,29.1,30,44.65,0,180,150,200,4500,8930,1339.5,900,22500,40000,1993.6225
1044,55000,6,2.5,29.1,40,105.8,0,140,285,330,11400,34914,4232,1600,81225,108900,11193.64
1045,70000,8,2.5,29.1,40,60.31,11,160,165,210,6600,12665.1,2412.4,1600,27225,44100,3637.2961
1046,65000,8,2.5,29.1,40,107.28,4,160,165,210,6600,22528.8,4291.2,1600,27225,44100,11508.9984
1047,95000,9,2.5,29.1,20,157.54,1,200,210,260,4200,40960.4,3150.8,400,44100,67600,24818.8516
1048,70000,8,2.5,29.1,40,200.01,4,160,165,210,6600,42002.1,8000.4,1600,27225,44100,40004.0001
1049,105000,6,2.5,29.1,20,236.08,4,200,500,550,10000,129844,4721.6,400,250000,302500,55733.7664
1050,105000,7,2.5,29.1,35,222,1,200,330,380,11550,84360,7770,1225,108900,144400,49284
1051,60000,6,2.5,29.1,40,286.5,7,140,285,330,11400,94545,11460,1600,81225,108900,82082.25
1052,95000,9,2.5,29.1,20,285.95,1,200,210,260,4200,74347,5719,400,44100,67600,81767.4025
1053,90000,9,2.5,29.1,20,162.56,5,200,210,260,4200,42265.6,3251.2,400,44100,67600,26425.7536
1054,95000,9,2.5,29.1,20,256.56,6,200,100,150,2000,38484,5131.2,400,10000,22500,65823.0336
1055,95000,9,2.5,29.1,20,171.09,5,200,210,260,4200,44483.4,3421.8,400,44100,67600,29271.7881
1056,100000,9,2.5,29.1,20,150.36,0,220,210,260,4200,39093.6,3007.2,400,44100,67600,22608.1296
1057,40000,7,2.5,29.1,60,249.83,2,100,300,350,18000,87440.5,14989.8,3600,90000,122500,62415.0289
1058,45000,6,2.5,29.1,40,325.07,5,140,285,330,11400,107273.1,13002.8,1600,81225,108900,105670.5049
1059,70000,8,2.5,29.1,40,319.27,1,160,165,210,6600,67046.7,12770.8,1600,27225,44100,101933.3329
1060,70000,8,2.5,29.1,40,259.12,0,160,165,210,6600,54415.2,10364.8,1600,27225,44100,67143.1744
1061,80000,7,2.5,29.1,30,179.64,1,180,285,330,8550,59281.2,5389.2,900,81225,108900,32270.5296
1062,50000,7,2.5,29.1,35,277.14,1,120,165,210,5775,58199.4,9699.9,1225,27225,44100,76806.5796
1063,75000,7,2.5,29.1,30,159.81,1,180,200,250,6000,39952.5,4794.3,900,40000,62500,25539.2361
1064,55000,6,2.5,29.1,40,127.14,1,140,285,330,11400,41956.2,5085.6,1600,81225,108900,16164.5796
1065,75000,7,2.5,29.1,30,48.85,0,180,285,330,8550,16120.5,1465.5,900,81225,108900,2386.3225
1066,75000,7,2.5,29.1,30,101.08,2,180,150,200,4500,20216,3032.4,900,22500,40000,10217.1664
1067,75000,9,2.5,29.1,20,176.51,1,200,210,260,4200,45892.6,3530.2,400,44100,67600,31155.7801
1068,75000,7,2.5,29.1,30,204.13,0,180,285,330,8550,67362.9,6123.9,900,81225,108900,41669.0569
1069,60000,6,2.5,29.1,40,281.04,1,140,285,330,11400,92743.2,11241.6,1600,81225,108900,78983.4816
1070,90000,9,2.5,29.1,20,252.24,2,200,210,260,4200,65582.4,5044.8,400,44100,67600,63625.0176
1071,100000,7,2.5,29.1,20,264.37,3,220,200,250,4000,66092.5,5287.4,400,40000,62500,69891.4969
1072,90000,9,2.5,29.1,20,192.21,4,200,210,260,4200,49974.6,3844.2,400,44100,67600,36944.6841
1073,70000,8,2.5,29.1,40,125.26,0,160,165,210,6600,26304.6,5010.4,1600,27225,44100,15690.0676
1074,60000,6,2.5,29.1,40,129.4,2,140,285,330,11400,42702,5176,1600,81225,108900,16744.36
1075,85000,9,2.5,29.1,20,65.86,0,200,210,260,4200,17123.6,1317.2,400,44100,67600,4337.5396
1076,85000,6,2.5,29.1,40,148,2,140,285,330,11400,48840,5920,1600,81225,108900,21904
1077,85000,7,2.5,29.1,50,99.73,1,120,400,450,20000,44878.5,4986.5,2500,160000,202500,9946.0729
1078,85000,8,2.5,29.1,40,66.21,1,160,165,210,6600,13904.1,2648.4,1600,27225,44100,4383.7641
1079,85000,7,2.5,29.1,60,70.18,1,100,120,170,7200,11930.6,4210.8,3600,14400,28900,4925.2324
1080,70000,8,2.5,29.1,40,124.91,8,160,165,210,6600,26231.1,4996.4,1600,27225,44100,15602.5081
1081,40000,7,2.5,29.1,60,64.47,4,100,120,170,7200,10959.9,3868.2,3600,14400,28900,4156.3809
1082,95000,9,2.5,29.1,20,39.6,5,200,150,200,3000,7920,792,400,22500,40000,1568.16
1083,105000,9,2.5,29.1,20,88.46,2,200,210,260,4200,22999.6,1769.2,400,44100,67600,7825.1716
1084,105000,9,2.5,29.1,20,121.49,2,200,210,260,4200,31587.4,2429.8,400,44100,67600,14759.8201
1085,90000,9,2.5,29.1,20,160.1,11,200,210,260,4200,41626,3202,400,44100,67600,25632.01
1086,55000,6,2.5,29.1,40,154.95,1,140,400,450,16000,69727.5,6198,1600,160000,202500,24009.5025
1087,80000,7,2.5,29.1,30,63.29,1,180,285,330,8550,20885.7,1898.7,900,81225,108900,4005.6241
1088,80000,7,2.5,29.1,50,53.71,5,120,165,210,8250,11279.1,2685.5,2500,27225,44100,2884.7641
1089,80000,6,2.5,29.1,40,95.34,7,140,450,500,18000,47670,3813.6,1600,202500,250000,9089.7156
1090,80000,9,2.5,29.1,20,66.07,2,220,210,260,4200,17178.2,1321.4,400,44100,67600,4365.2449
1091,80000,9,2.5,29.1,20,71.01,1,200,210,260,4200,18462.6,1420.2,400,44100,67600,5042.4201
1092,50000,7,2.5,29.1,35,87.6,1,120,165,210,5775,18396,3066,1225,27225,44100,7673.76
1093,90000,9,2.5,29.1,20,134.66,2,200,450,500,9000,67330,2693.2,400,202500,250000,18133.3156
1094,40000,7,2.5,29.1,60,94.43,2,100,120,170,7200,16053.1,5665.8,3600,14400,28900,8917.0249
1095,90000,9,2.5,29.1,20,12.04,0,200,210,260,4200,3130.4,240.8,400,44100,67600,144.9616
1096,90000,7,2.5,29.1,30,19.1,2,180,350,400,10500,7640,573,900,122500,160000,364.81
1097,90000,6,2.5,29.1,40,82.46,1,140,285,330,11400,27211.8,3298.4,1600,81225,108900,6799.6516
1098,90000,7,2.5,29.1,50,63.89,1,120,120,170,6000,10861.3,3194.5,2500,14400,28900,4081.9321
1099,90000,9,2.5,29.1,20,72.12,2,200,210,260,4200,18751.2,1442.4,400,44100,67600,5201.2944
1100,90000,6,2.5,29.1,40,124.47,2,140,285,330,11400,41075.1,4978.8,1600,81225,108900,15492.7809
1101,55000,6,2.5,29.1,40,248.58,7,140,285,330,11400,82031.4,9943.2,1600,81225,108900,61792.0164
1102,105000,9,2.5,29.1,50,225.62,4,200,285,330,14250,74454.6,11281,2500,81225,108900,50904.3844
1103,100000,9,2.5,29.1,20,200.39,9,220,210,260,4200,52101.4,4007.8,400,44100,67600,40156.1521
1104,40000,7,2.5,29.1,60,149.91,4,100,350,400,21000,59964,8994.6,3600,122500,160000,22473.0081
1105,70000,8,2.5,29.1,40,144.8,7,160,165,210,6600,30408,5792,1600,27225,44100,20967.04
1106,85000,9,2.5,29.1,20,82.13,4,200,210,260,4200,21353.8,1642.6,400,44100,67600,6745.3369
1107,50000,7,2.5,29.1,50,117.2,0,120,300,350,15000,41020,5860,2500,90000,122500,13735.84
1108,40000,7,2.5,29.1,60,101.65,4,100,120,170,7200,17280.5,6099,3600,14400,28900,10332.7225
1109,70000,8,2.5,29.1,40,110,3,160,165,210,6600,23100,4400,1600,27225,44100,12100
1110,75000,7,2.5,29.1,30,30.41,3,180,285,330,8550,10035.3,912.3,900,81225,108900,924.7681
1111,85000,9,2.5,29.1,20,43.17,4,200,210,260,4200,11224.2,863.4,400,44100,67600,1863.6489
1112,60000,6,2.5,29.1,40,82.57,6,140,200,250,8000,20642.5,3302.8,1600,40000,62500,6817.8049
1113,60000,6,2.5,29.1,20,58.82,1,140,285,330,5700,19410.6,1176.4,400,81225,108900,3459.7924
1114,60000,7,2.5,29.1,50,60.5,5,120,165,210,8250,12705,3025,2500,27225,44100,3660.25
1115,60000,9,2.5,29.1,20,122.87,4,200,210,260,4200,31946.2,2457.4,400,44100,67600,15097.0369
1116,60000,9,2.5,29.1,50,170.88,4,200,210,260,10500,44428.8,8544,2500,44100,67600,29199.9744
1117,50000,7,2.5,29.1,50,175.32,3,120,120,170,6000,29804.4,8766,2500,14400,28900,30737.1024
1118,40000,7,2.5,29.1,60,108.81,2,100,120,170,7200,18497.7,6528.6,3600,14400,28900,11839.6161
1119,40000,7,2.5,29.1,60,204.69,5,100,120,170,7200,34797.3,12281.4,3600,14400,28900,41897.9961
1120,40000,7,2.5,29.1,60,166.03,2,100,120,170,7200,28225.1,9961.8,3600,14400,28900,27565.9609
1121,60000,6,2.5,29.1,40,217.22,4,140,285,330,11400,71682.6,8688.8,1600,81225,108900,47184.5284
1122,75000,7,2.5,29.1,30,276.16,2,180,285,330,8550,91132.8,8284.8,900,81225,108900,76264.3456
1123,75000,7,2.5,29.1,30,223.89,3,180,285,330,8550,73883.7,6716.7,900,81225,108900,50126.7321
1124,75000,6,1.6,29.1,40,330.22,13,140,285,330,11400,108972.6,13208.8,1600,81225,108900,109045.2484
1125,105000,9,1.6,29.1,50,281.44,2,200,285,330,14250,92875.2,14072,2500,81225,108900,79208.4736
1126,70000,8,1.6,29.1,40,210.21,1,160,165,210,6600,44144.1,8408.4,1600,27225,44100,44188.2441
1127,80000,7,1.6,29.1,30,347.48,0,180,285,330,8550,114668.4,10424.4,900,81225,108900,120742.3504
1128,65000,8,1.6,29.1,40,370.11,8,160,165,210,6600,77723.1,14804.4,1600,27225,44100,136981.4121
1129,80000,7,1.6,29.1,30,274.48,3,180,285,330,8550,90578.4,8234.4,900,81225,108900,75339.2704
1130,50000,7,1.6,29.1,50,134.18,3,120,165,210,8250,28177.8,6709,2500,27225,44100,18004.2724
1131,80000,7,1.6,29.1,30,104.79,3,180,285,330,8550,34580.7,3143.7,900,81225,108900,10980.9441
1132,40000,7,1.6,29.1,50,24.17,1,100,120,170,6000,4108.9,1208.5,2500,14400,28900,584.1889
1133,80000,7,1.6,29.1,30,136.57,2,180,285,330,8550,45068.1,4097.1,900,81225,108900,18651.3649
1134,90000,9,1.6,29.1,20,219.02,1,200,200,250,4000,54755,4380.4,400,40000,62500,47969.7604
1135,100000,9,1.6,29.1,20,277.71,5,220,405,450,8100,124969.5,5554.2,400,164025,202500,77122.8441
1136,100000,9,1.6,29.1,20,283.71,5,220,405,450,8100,127669.5,5674.2,400,164025,202500,80491.3641
1137,100000,9,1.6,29.1,50,422.49,10,200,405,450,20250,190120.5,21124.5,2500,164025,202500,178497.8001
1138,100000,7,1.6,29.1,30,432.14,12,180,285,330,8550,142606.2,12964.2,900,81225,108900,186744.9796
1139,60000,6,1.6,29.1,40,143.74,1,140,285,330,11400,47434.2,5749.6,1600,81225,108900,20661.1876
1140,105000,9,1.6,29.1,20,225.25,0,200,405,450,8100,101362.5,4505,400,164025,202500,50737.5625
1141,100000,9,1.6,29.1,20,134.01,2,220,405,450,8100,60304.5,2680.2,400,164025,202500,17958.6801
1142,85000,9,1.6,29.1,20,100.69,2,200,330,380,6600,38262.2,2013.8,400,108900,144400,10138.4761
1143,75000,7,1.6,29.1,30,221.11,4,180,285,330,8550,72966.3,6633.3,900,81225,108900,48889.6321
1144,75000,7,1.6,29.1,50,462.49,15,120,120,170,6000,78623.3,23124.5,2500,14400,28900,213897.0001
1145,75000,7,1.6,29.1,30,374.97,1,180,285,330,8550,123740.1,11249.1,900,81225,108900,140602.5009
1146,75000,6,1.6,29.1,40,401.78,5,140,285,330,11400,132587.4,16071.2,1600,81225,108900,161427.1684
1147,70000,8,1.6,29.1,40,392.76,10,160,165,210,6600,82479.6,15710.4,1600,27225,44100,154260.4176
1148,75000,7,1.6,29.1,35,298.38,6,180,285,330,9975,98465.4,10443.3,1225,81225,108900,89030.6244
1149,55000,6,1.6,29.1,40,273.59,5,140,285,330,11400,90284.7,10943.6,1600,81225,108900,74851.4881
1150,90000,9,1.6,29.1,20,99.14,4,200,405,450,8100,44613,1982.8,400,164025,202500,9828.7396
1151,40000,7,1.6,29.1,60,30.81,1,100,120,170,7200,5237.7,1848.6,3600,14400,28900,949.2561
1152,40000,7,1.6,29.1,45,191.67,7,100,120,170,5400,32583.9,8625.15,2025,14400,28900,36737.3889
1153,75000,7,1.6,29.1,30,142.59,3,180,285,330,8550,47054.7,4277.7,900,81225,108900,20331.9081
1154,105000,9,1.6,29.1,20,63.2,1,200,330,380,6600,24016,1264,400,108900,144400,3994.24
1155,105000,9,1.6,29.1,50,110.28,2,200,210,260,10500,28672.8,5514,2500,44100,67600,12161.6784
1156,105000,6,1.6,29.1,40,158.9,3,140,285,330,11400,52437,6356,1600,81225,108900,25249.21
1157,105000,7,1.6,29.1,60,297.2,7,100,120,170,7200,50524,17832,3600,14400,28900,88327.84
1158,105000,9,1.6,29.1,20,32.89,2,200,405,450,8100,14800.5,657.8,400,164025,202500,1081.7521
1159,65000,8,1.6,29.1,40,147.27,6,160,165,210,6600,30926.7,5890.8,1600,27225,44100,21688.4529
1160,65000,8,1.6,29.1,40,88.64,3,160,165,210,6600,18614.4,3545.6,1600,27225,44100,7857.0496
1161,90000,9,1.6,29.1,20,173.22,4,200,405,450,8100,77949,3464.4,400,164025,202500,30005.1684
1162,90000,9,1.6,29.1,20,112.93,0,200,200,250,4000,28232.5,2258.6,400,40000,62500,12753.1849
1163,90000,9,1.6,29.1,20,216.12,4,200,360,410,7200,88609.2,4322.4,400,129600,168100,46707.8544
1164,90000,6,1.6,29.1,40,273.34,4,140,285,330,11400,90202.2,10933.6,1600,81225,108900,74714.7556
1165,90000,7,1.6,29.1,30,228.18,7,180,285,330,8550,75299.4,6845.4,900,81225,108900,52066.1124
1166,90000,6,1.6,29.1,40,354.73,8,140,285,330,11400,117060.9,14189.2,1600,81225,108900,125833.3729
1167,80000,7,1.6,29.1,30,34.06,1,180,285,330,8550,11239.8,1021.8,900,81225,108900,1160.0836
1168,100000,9,1.6,29.1,50,44.42,3,220,285,330,14250,14658.6,2221,2500,81225,108900,1973.1364
1169,100000,9,1.6,29.1,20,85.09,2,220,250,300,5000,25527,1701.8,400,62500,90000,7240.3081
1170,55000,6,1.6,29.1,40,60.34,0,140,285,330,11400,19912.2,2413.6,1600,81225,108900,3640.9156
1171,60000,6,1.6,29.1,40,170.84,1,140,285,330,11400,56377.2,6833.6,1600,81225,108900,29186.3056
1172,75000,7,1.6,29.1,30,36.07,1,180,180,230,5400,8296.1,1082.1,900,32400,52900,1301.0449
1173,80000,7,1.6,29.1,30,51.11,3,180,285,330,8550,16866.3,1533.3,900,81225,108900,2612.2321
1174,80000,8,1.6,29.1,40,33.24,2,160,165,210,6600,6980.4,1329.6,1600,27225,44100,1104.8976
1175,80000,7,1.6,29.1,50,106.79,1,120,200,250,10000,26697.5,5339.5,2500,40000,62500,11404.1041
1176,80000,9,1.6,29.1,60,173.18,4,200,120,170,7200,29440.6,10390.8,3600,14400,28900,29991.3124
1177,80000,7,1.6,29.1,30,137.3,0,180,285,330,8550,45309,4119,900,81225,108900,18851.29
1178,80000,6,1.6,29.1,40,200.8,4,140,285,330,11400,66264,8032,1600,81225,108900,40320.64
1179,75000,7,1.6,29.1,50,155.54,0,180,120,170,6000,26441.8,7777,2500,14400,28900,24192.6916
1180,50000,7,1.6,29.1,50,189.91,1,120,300,350,15000,66468.5,9495.5,2500,90000,122500,36065.8081
1181,65000,8,1.6,29.1,40,185.53,1,160,165,210,6600,38961.3,7421.2,1600,27225,44100,34421.3809
1182,45000,8,1.6,29.1,20,254.1,2,140,450,500,9000,127050,5082,400,202500,250000,64566.81
1183,45000,6,1.6,29.1,40,75.58,3,140,285,330,11400,24941.4,3023.2,1600,81225,108900,5712.3364
1184,85000,9,1.6,29.1,20,109.86,3,200,360,410,7200,45042.6,2197.2,400,129600,168100,12069.2196
1185,50000,7,1.6,29.1,50,177.79,0,120,120,170,6000,30224.3,8889.5,2500,14400,28900,31609.2841
1186,100000,9,1.6,29.1,20,165,2,220,210,260,4200,42900,3300,400,44100,67600,27225
1187,100000,7,1.6,29.1,30,224.51,5,180,285,330,8550,74088.3,6735.3,900,81225,108900,50404.7401
1188,100000,9,1.6,29.1,20,207.48,5,200,360,410,7200,85066.8,4149.6,400,129600,168100,43047.9504
1189,100000,7,1.6,29.1,30,128.13,4,180,285,330,8550,42282.9,3843.9,900,81225,108900,16417.2969
1190,100000,8,1.6,29.1,40,118.15,7,160,165,210,6600,24811.5,4726,1600,27225,44100,13959.4225
1191,100000,8,1.6,29.1,40,65.73,0,160,165,210,6600,13803.3,2629.2,1600,27225,44100,4320.4329
1192,100000,7,1.6,29.1,30,91.39,2,180,285,330,8550,30158.7,2741.7,900,81225,108900,8352.1321
1193,100000,7,1.6,29.1,20,112.29,5,100,570,280,11400,31441.2,2245.8,400,324900,78400,12609.0441
1194,100000,8,1.6,29.1,40,173.97,1,160,165,210,6600,36533.7,6958.8,1600,27225,44100,30265.5609
1195,45000,9,1.6,29.1,40,222.1,1,140,120,170,4800,37757,8884,1600,14400,28900,49328.41
1196,70000,8,1.6,29.1,50,155.08,2,160,120,170,6000,26363.6,7754,2500,14400,28900,24049.8064
1197,90000,9,1.6,29.1,20,86.58,5,200,360,410,7200,35497.8,1731.6,400,129600,168100,7496.0964
1198,65000,8,1.6,29.1,40,87.48,0,160,165,210,6600,18370.8,3499.2,1600,27225,44100,7652.7504
1199,105000,9,1.6,29.1,20,70.6,2,200,360,410,7200,28946,1412,400,129600,168100,4984.36
1200,100000,9,1.6,29.1,50,144.62,2,220,360,410,18000,59294.2,7231,2500,129600,168100,20914.9444
